Suburb ,Type,Date
Altona North,House,14/10/2017
Ardeer,House,14/10/2017
Armadale,UniTownhouse,14/10/2017
Armadale,House,14/10/2017
Armadale,UniTownhouse,14/10/2017
Ascot Vale,UniTownhouse,14/10/2017
Ascot Vale,House,14/10/2017
Ascot Vale,House,14/10/2017
Ascot Vale,UniTownhouse,14/10/2017
Ashburton,House,14/10/2017
Ashburton,House,14/10/2017
Ashwood,House,14/10/2017
Ashwood,House,14/10/2017
Aspendale Gardens,House,14/10/2017
Attwood,House,14/10/2017
Avondale Heights,House,14/10/2017
Avondale Heights,House,14/10/2017
Balaclava,UniTownhouse,14/10/2017
Balwyn,House,14/10/2017
Balwyn North,House,14/10/2017
Balwyn North,House,14/10/2017
Beaumaris,UniTownhouse,14/10/2017
Beaumaris,Townhouse,14/10/2017
Beaumaris,House,14/10/2017
Bentleigh,House,14/10/2017
Bentleigh,House,14/10/2017
Bentleigh,House,14/10/2017
Bentleigh,House,14/10/2017
Bentleigh,House,14/10/2017
Bentleigh,House,14/10/2017
Bentleigh,House,14/10/2017
Bentleigh East,UniTownhouse,14/10/2017
Bentleigh East,House,14/10/2017
Bentleigh East,Townhouse,14/10/2017
Bentleigh East,House,14/10/2017
Bentleigh East,UniTownhouse,14/10/2017
Bentleigh East,House,14/10/2017
Bentleigh East,House,14/10/2017
Bentleigh East,UniTownhouse,14/10/2017
Bentleigh East,House,14/10/2017
Blackburn,House,14/10/2017
Blackburn,House,14/10/2017
Boronia,House,14/10/2017
Boronia,House,14/10/2017
Box Hill,UniTownhouse,14/10/2017
Brighton,House,14/10/2017
Brighton,UniTownhouse,14/10/2017
Brighton,Townhouse,14/10/2017
Brighton,House,14/10/2017
Brighton East,Townhouse,14/10/2017
Broadmeadows,House,14/10/2017
Broadmeadows,House,14/10/2017
Bundoora,House,14/10/2017
Bundoora,House,14/10/2017
Bundoora,House,14/10/2017
Burwood,House,14/10/2017
Burwood,UniTownhouse,14/10/2017
Burwood East,House,14/10/2017
Burwood East,House,14/10/2017
Burwood East,House,14/10/2017
Camberwell,UniTownhouse,14/10/2017
Canterbury,House,14/10/2017
Carlton,House,14/10/2017
Carlton,House,14/10/2017
Caroline Springs,House,14/10/2017
Chadstone,Townhouse,14/10/2017
Chelsea,House,14/10/2017
Cheltenham,House,14/10/2017
Cheltenham,House,14/10/2017
Cheltenham,House,14/10/2017
Cheltenham,House,14/10/2017
Cheltenham,House,14/10/2017
Clarinda,UniTownhouse,14/10/2017
Clayton,House,14/10/2017
Clayton South,UniTownhouse,14/10/2017
Clifton Hill,House,14/10/2017
Coburg,House,14/10/2017
Coburg,House,14/10/2017
Coburg,House,14/10/2017
Coburg,House,14/10/2017
Coburg,House,14/10/2017
Coburg,House,14/10/2017
Coburg North,House,14/10/2017
Coburg North,House,14/10/2017
Collingwood,UniTownhouse,14/10/2017
Coolaroo,House,14/10/2017
Coolaroo,House,14/10/2017
Craigieburn,House,14/10/2017
Craigieburn,UniTownhouse,14/10/2017
Craigieburn,House,14/10/2017
Craigieburn,House,14/10/2017
Craigieburn,House,14/10/2017
Craigieburn,House,14/10/2017
Craigieburn,House,14/10/2017
Cremorne,House,14/10/2017
Croydon,House,14/10/2017
Croydon,House,14/10/2017
Croydon North,House,14/10/2017
Dallas,House,14/10/2017
Dandenong North,House,14/10/2017
Deer Park,House,14/10/2017
Dingley Village,House,14/10/2017
Doncaster,House,14/10/2017
Doncaster,House,14/10/2017
Doncaster East,Townhouse,14/10/2017
Donvale,House,14/10/2017
Eaglemont,UniTownhouse,14/10/2017
East Melbourne,House,14/10/2017
East Melbourne,UniTownhouse,14/10/2017
Edithvale,House,14/10/2017
Edithvale,House,14/10/2017
Elsternwick,House,14/10/2017
Eltham,House,14/10/2017
Eltham,House,14/10/2017
Eltham North,House,14/10/2017
Elwood,UniTownhouse,14/10/2017
Elwood,UniTownhouse,14/10/2017
Elwood,UniTownhouse,14/10/2017
Elwood,UniTownhouse,14/10/2017
Endeavour Hills,House,14/10/2017
Epping,House,14/10/2017
Epping,House,14/10/2017
Epping,House,14/10/2017
Epping,House,14/10/2017
Essendon,House,14/10/2017
Essendon,Townhouse,14/10/2017
Essendon North,House,14/10/2017
Fairfield,House,14/10/2017
Fawkner,House,14/10/2017
Fawkner,House,14/10/2017
Ferntree Gully,House,14/10/2017
Fitzroy,Townhouse,14/10/2017
Fitzroy North,House,14/10/2017
Flemington,House,14/10/2017
Footscray,House,14/10/2017
Footscray,House,14/10/2017
Footscray,UniTownhouse,14/10/2017
Footscray,House,14/10/2017
Forest Hill,House,14/10/2017
Forest Hill,House,14/10/2017
Frankston,House,14/10/2017
Frankston,UniTownhouse,14/10/2017
Frankston,House,14/10/2017
Frankston South,House,14/10/2017
Frankston South,House,14/10/2017
Gisborne,House,14/10/2017
Gisborne,House,14/10/2017
Gladstone Park,House,14/10/2017
Gladstone Park,House,14/10/2017
Gladstone Park,House,14/10/2017
Glen Huntly,UniTownhouse,14/10/2017
Glen Iris,House,14/10/2017
Glen Waverley,House,14/10/2017
Glen Waverley,House,14/10/2017
Glen Waverley,House,14/10/2017
Glen Waverley,House,14/10/2017
Glen Waverley,UniTownhouse,14/10/2017
Glen Waverley,House,14/10/2017
Glen Waverley,House,14/10/2017
Glen Waverley,House,14/10/2017
Glenroy,House,14/10/2017
Glenroy,House,14/10/2017
Greensborough,House,14/10/2017
Greensborough,House,14/10/2017
Greensborough,House,14/10/2017
Greenvale,Townhouse,14/10/2017
Greenvale,House,14/10/2017
Hallam,House,14/10/2017
Hampton,House,14/10/2017
Hampton,Townhouse,14/10/2017
Hampton East,House,14/10/2017
Hampton East,House,14/10/2017
Hawthorn,UniTownhouse,14/10/2017
Hawthorn,UniTownhouse,14/10/2017
Hawthorn,UniTownhouse,14/10/2017
Hawthorn,UniTownhouse,14/10/2017
Hawthorn,House,14/10/2017
Hawthorn,House,14/10/2017
Highett,Townhouse,14/10/2017
Highett,Townhouse,14/10/2017
Highett,Townhouse,14/10/2017
Highett,Townhouse,14/10/2017
Hillside,House,14/10/2017
Hillside,House,14/10/2017
Hoppers Crossing,House,14/10/2017
Hoppers Crossing,House,14/10/2017
Hughesdale,House,14/10/2017
Huntingdale,UniTownhouse,14/10/2017
Ivanhoe,UniTownhouse,14/10/2017
Ivanhoe,UniTownhouse,14/10/2017
Keilor East,House,14/10/2017
Keilor East,House,14/10/2017
Keilor East,House,14/10/2017
Kensington,House,14/10/2017
Kew,House,14/10/2017
Kew,House,14/10/2017
Kew,House,14/10/2017
Kew,UniTownhouse,14/10/2017
Kew East,House,14/10/2017
Keysborough,House,14/10/2017
Kilsyth,House,14/10/2017
Knoxfield,House,14/10/2017
Lalor,House,14/10/2017
Lalor,House,14/10/2017
Lalor,House,14/10/2017
MacLeod,House,14/10/2017
Maidstone,Townhouse,14/10/2017
Maidstone,UniTownhouse,14/10/2017
Maidstone,Townhouse,14/10/2017
Malvern East,House,14/10/2017
Malvern East,House,14/10/2017
McKinnon,House,14/10/2017
Meadow Heights,UniTownhouse,14/10/2017
Melbourne,UniTownhouse,14/10/2017
Melbourne,UniTownhouse,14/10/2017
Melbourne,UniTownhouse,14/10/2017
Melton,House,14/10/2017
Melton South,House,14/10/2017
Melton South,House,14/10/2017
Melton South,House,14/10/2017
Melton West,House,14/10/2017
Melton West,House,14/10/2017
Mentone,House,14/10/2017
Mentone,House,14/10/2017
Mentone,House,14/10/2017
Mentone,Townhouse,14/10/2017
Mentone,House,14/10/2017
Mernda,House,14/10/2017
Middle Park,House,14/10/2017
Mill Park,House,14/10/2017
Mill Park,House,14/10/2017
Mitcham,House,14/10/2017
Mitcham,House,14/10/2017
Mitcham,House,14/10/2017
Mitcham,House,14/10/2017
Mitcham,House,14/10/2017
Mont Albert,House,14/10/2017
Montmorency,House,14/10/2017
Moonee Ponds,UniTownhouse,14/10/2017
Moonee Ponds,House,14/10/2017
Moonee Ponds,UniTownhouse,14/10/2017
Moonee Ponds,House,14/10/2017
Mooroolbark,House,14/10/2017
Mordialloc,UniTownhouse,14/10/2017
Mount Waverley,House,14/10/2017
Mount Waverley,House,14/10/2017
Mount Waverley,House,14/10/2017
Mount Waverley,House,14/10/2017
Mulgrave,House,14/10/2017
Mulgrave,House,14/10/2017
Murrumbeena,UniTownhouse,14/10/2017
Newport,House,14/10/2017
Newport,House,14/10/2017
Noble Park,House,14/10/2017
North Melbourne,House,14/10/2017
North Melbourne,House,14/10/2017
Oak Park,Townhouse,14/10/2017
Oak Park,Townhouse,14/10/2017
Oakleigh South,House,14/10/2017
Officer,House,14/10/2017
Ormond,House,14/10/2017
Pakenham,House,14/10/2017
Pakenham,House,14/10/2017
Parkdale,UniTownhouse,14/10/2017
Parkville,House,14/10/2017
Pascoe Vale,Townhouse,14/10/2017
Pascoe Vale,Townhouse,14/10/2017
Pascoe Vale,House,14/10/2017
Pascoe Vale,House,14/10/2017
Point Cook,House,14/10/2017
Point Cook,House,14/10/2017
Point Cook,House,14/10/2017
Port Melbourne,House,14/10/2017
Port Melbourne,House,14/10/2017
Port Melbourne,House,14/10/2017
Port Melbourne,Townhouse,14/10/2017
Prahran,UniTownhouse,14/10/2017
Prahran,House,14/10/2017
Preston,UniTownhouse,14/10/2017
Preston,Townhouse,14/10/2017
Preston,House,14/10/2017
Reservoir,House,14/10/2017
Reservoir,House,14/10/2017
Reservoir,House,14/10/2017
Reservoir,House,14/10/2017
Reservoir,House,14/10/2017
Reservoir,UniTownhouse,14/10/2017
Richmond,UniTownhouse,14/10/2017
Richmond,Townhouse,14/10/2017
Richmond,House,14/10/2017
Richmond,House,14/10/2017
Ringwood,House,14/10/2017
Ringwood,House,14/10/2017
Ringwood North,House,14/10/2017
Rockbank,House,14/10/2017
Rosanna,House,14/10/2017
Rosanna,Townhouse,14/10/2017
Roxburgh Park,House,14/10/2017
Roxburgh Park,House,14/10/2017
Roxburgh Park,House,14/10/2017
Roxburgh Park,House,14/10/2017
Seaford,House,14/10/2017
South Melbourne,House,14/10/2017
South Melbourne,House,14/10/2017
South Melbourne,Townhouse,14/10/2017
South Morang,House,14/10/2017
South Morang,House,14/10/2017
South Morang,House,14/10/2017
St Albans,UniTownhouse,14/10/2017
St Albans,House,14/10/2017
St Albans,House,14/10/2017
St Albans,UniTownhouse,14/10/2017
St Albans,House,14/10/2017
St Helena,House,14/10/2017
St Kilda,UniTownhouse,14/10/2017
St Kilda,House,14/10/2017
Strathmore,House,14/10/2017
Strathmore,House,14/10/2017
Sunbury,House,14/10/2017
Sunbury,House,14/10/2017
Sunbury,House,14/10/2017
Sunshine,UniTownhouse,14/10/2017
Sunshine West,UniTownhouse,14/10/2017
Sunshine West,House,14/10/2017
Sunshine West,House,14/10/2017
Surrey Hills,Townhouse,14/10/2017
Surrey Hills,Townhouse,14/10/2017
Surrey Hills,UniTownhouse,14/10/2017
Taylors Lakes,House,14/10/2017
Taylors Lakes,House,14/10/2017
Templestowe,UniTownhouse,14/10/2017
Templestowe Lower,House,14/10/2017
Thomastown,House,14/10/2017
Thomastown,House,14/10/2017
Thomastown,House,14/10/2017
Thornbury,House,14/10/2017
Thornbury,UniTownhouse,14/10/2017
Thornbury,UniTownhouse,14/10/2017
Thornbury,Townhouse,14/10/2017
Thornbury,House,14/10/2017
Toorak,UniTownhouse,14/10/2017
Toorak,House,14/10/2017
Toorak,UniTownhouse,14/10/2017
Toorak,UniTownhouse,14/10/2017
Tullamarine,House,14/10/2017
Tullamarine,House,14/10/2017
Vermont,House,14/10/2017
Vermont South,House,14/10/2017
Viewbank,House,14/10/2017
Viewbank,House,14/10/2017
Wantirna,House,14/10/2017
Wantirna,House,14/10/2017
Wantirna,House,14/10/2017
Wantirna South,House,14/10/2017
Waterways,House,14/10/2017
Watsonia,UniTownhouse,14/10/2017
Watsonia,House,14/10/2017
Watsonia,House,14/10/2017
Werribee,House,14/10/2017
Werribee,House,14/10/2017
Werribee,House,14/10/2017
West Footscray,Townhouse,14/10/2017
West Footscray,House,14/10/2017
West Melbourne,House,14/10/2017
Westmeadows,House,14/10/2017
Westmeadows,House,14/10/2017
Wheelers Hill,Townhouse,14/10/2017
Wheelers Hill,House,14/10/2017
Wheelers Hill,House,14/10/2017
Wheelers Hill,House,14/10/2017
Wildwood,House,14/10/2017
Windsor,House,14/10/2017
Windsor,House,14/10/2017
Windsor,UniTownhouse,14/10/2017
Wyndham Vale,House,14/10/2017
Wyndham Vale,House,14/10/2017
Yarraville,House,14/10/2017
Yarraville,House,14/10/2017
Yarraville,Townhouse,14/10/2017
Yarraville,House,14/10/2017
Yarraville,Townhouse,14/10/2017
Yarraville,Townhouse,14/10/2017
Albanvale,House,15/07/2017
Altona,House,15/07/2017
Altona,Townhouse,15/07/2017
Altona Meadows,UniTownhouse,15/07/2017
Altona North,Townhouse,15/07/2017
Ascot Vale,UniTownhouse,15/07/2017
Ascot Vale,Townhouse,15/07/2017
Ascot Vale,House,15/07/2017
Ascot Vale,UniTownhouse,15/07/2017
Ashwood,House,15/07/2017
Ashwood,Townhouse,15/07/2017
Aspendale,Townhouse,15/07/2017
Avondale Heights,House,15/07/2017
Balwyn,House,15/07/2017
Balwyn North,Townhouse,15/07/2017
Bayswater North,House,15/07/2017
Beaumaris,UniTownhouse,15/07/2017
Bellfield,House,15/07/2017
Bentleigh,Townhouse,15/07/2017
Bentleigh East,House,15/07/2017
Bentleigh East,House,15/07/2017
Blackburn,House,15/07/2017
Blackburn,House,15/07/2017
Blackburn North,House,15/07/2017
Blackburn North,UniTownhouse,15/07/2017
Boronia,House,15/07/2017
Boronia,House,15/07/2017
Broadmeadows,House,15/07/2017
Broadmeadows,House,15/07/2017
Brunswick,House,15/07/2017
Bulleen,House,15/07/2017
Bundoora,House,15/07/2017
Burwood,House,15/07/2017
Burwood East,House,15/07/2017
Carlton,House,15/07/2017
Carnegie,House,15/07/2017
Caroline Springs,House,15/07/2017
Carrum,Townhouse,15/07/2017
Carrum Downs,House,15/07/2017
Caulfield East,House,15/07/2017
Caulfield North,UniTownhouse,15/07/2017
Chadstone,UniTownhouse,15/07/2017
Chelsea,House,15/07/2017
Clayton,UniTownhouse,15/07/2017
Clayton,House,15/07/2017
Clayton,House,15/07/2017
Clayton South,House,15/07/2017
Coburg,House,15/07/2017
Croydon,House,15/07/2017
Croydon,UniTownhouse,15/07/2017
Dallas,House,15/07/2017
Dallas,House,15/07/2017
Dandenong North,House,15/07/2017
Dandenong North,House,15/07/2017
Deer Park,House,15/07/2017
Delahey,House,15/07/2017
Derrimut,House,15/07/2017
Dingley Village,Townhouse,15/07/2017
Dingley Village,House,15/07/2017
Dingley Village,House,15/07/2017
Doncaster East,House,15/07/2017
Donvale,Townhouse,15/07/2017
Donvale,House,15/07/2017
Doveton,House,15/07/2017
Eaglemont,House,15/07/2017
Eltham,House,15/07/2017
Epping,House,15/07/2017
Epping,Townhouse,15/07/2017
Epping,House,15/07/2017
Epping,House,15/07/2017
Epping,House,15/07/2017
Essendon,House,15/07/2017
Essendon,UniTownhouse,15/07/2017
Essendon North,UniTownhouse,15/07/2017
Fawkner,House,15/07/2017
Ferntree Gully,House,15/07/2017
Ferntree Gully,House,15/07/2017
Fitzroy,UniTownhouse,15/07/2017
Fitzroy North,House,15/07/2017
Footscray,UniTownhouse,15/07/2017
Footscray,UniTownhouse,15/07/2017
Footscray,House,15/07/2017
Footscray,UniTownhouse,15/07/2017
Forest Hill,House,15/07/2017
Forest Hill,House,15/07/2017
Forest Hill,House,15/07/2017
Frankston,UniTownhouse,15/07/2017
Frankston,House,15/07/2017
Frankston,House,15/07/2017
Gisborne,House,15/07/2017
Gisborne,House,15/07/2017
Glen Iris,House,15/07/2017
Glen Iris,UniTownhouse,15/07/2017
Glen Iris,Townhouse,15/07/2017
Glen Waverley,UniTownhouse,15/07/2017
Glen Waverley,House,15/07/2017
Glenroy,Townhouse,15/07/2017
Greensborough,UniTownhouse,15/07/2017
Greensborough,House,15/07/2017
Greensborough,UniTownhouse,15/07/2017
Greensborough,House,15/07/2017
Greensborough,House,15/07/2017
Greensborough,House,15/07/2017
Greensborough,House,15/07/2017
Hampton,Townhouse,15/07/2017
Hampton,House,15/07/2017
Hawthorn,UniTownhouse,15/07/2017
Hawthorn,UniTownhouse,15/07/2017
Hawthorn,UniTownhouse,15/07/2017
Hawthorn,House,15/07/2017
Hawthorn East,House,15/07/2017
Heathmont,UniTownhouse,15/07/2017
Heidelberg Heights,Townhouse,15/07/2017
Heidelberg West,House,15/07/2017
Hoppers Crossing,House,15/07/2017
Hoppers Crossing,House,15/07/2017
Ivanhoe East,House,15/07/2017
Jacana,House,15/07/2017
Keilor,House,15/07/2017
Keilor East,House,15/07/2017
Kensington,House,15/07/2017
Kew,House,15/07/2017
Kew,House,15/07/2017
Keysborough,House,15/07/2017
Kingsbury,House,15/07/2017
Knoxfield,House,15/07/2017
Lalor,House,15/07/2017
Lalor,House,15/07/2017
Lower Plenty,House,15/07/2017
MacLeod,UniTownhouse,15/07/2017
Maidstone,House,15/07/2017
Maidstone,House,15/07/2017
Maidstone,Townhouse,15/07/2017
Maidstone,Townhouse,15/07/2017
Maribyrnong,Townhouse,15/07/2017
Meadow Heights,House,15/07/2017
Meadow Heights,House,15/07/2017
Meadow Heights,House,15/07/2017
Meadow Heights,House,15/07/2017
Melbourne,UniTownhouse,15/07/2017
Melbourne,UniTownhouse,15/07/2017
Melton South,House,15/07/2017
Melton South,House,15/07/2017
Melton South,House,15/07/2017
Mickleham,House,15/07/2017
Mill Park,House,15/07/2017
Mill Park,House,15/07/2017
Mill Park,House,15/07/2017
Mitcham,House,15/07/2017
Montmorency,Townhouse,15/07/2017
Moonee Ponds,House,15/07/2017
Moonee Ponds,House,15/07/2017
Mount Waverley,House,15/07/2017
Mount Waverley,House,15/07/2017
Mount Waverley,UniTownhouse,15/07/2017
Mount Waverley,House,15/07/2017
Mulgrave,UniTownhouse,15/07/2017
Mulgrave,House,15/07/2017
Murrumbeena,Townhouse,15/07/2017
Narre Warren,House,15/07/2017
Newport,House,15/07/2017
Newport,House,15/07/2017
Niddrie,House,15/07/2017
Noble Park,House,15/07/2017
Noble Park,House,15/07/2017
North Melbourne,UniTownhouse,15/07/2017
Northcote,House,15/07/2017
Notting Hill,House,15/07/2017
Oak Park,House,15/07/2017
Oak Park,House,15/07/2017
Oakleigh,House,15/07/2017
Oakleigh East,House,15/07/2017
Pakenham,House,15/07/2017
Pakenham,House,15/07/2017
Pascoe Vale,House,15/07/2017
Pascoe Vale,House,15/07/2017
Pascoe Vale,Townhouse,15/07/2017
Pascoe Vale,Townhouse,15/07/2017
Pascoe Vale,House,15/07/2017
Point Cook,House,15/07/2017
Point Cook,House,15/07/2017
Preston,Townhouse,15/07/2017
Preston,House,15/07/2017
Reservoir,UniTownhouse,15/07/2017
Reservoir,House,15/07/2017
Reservoir,UniTownhouse,15/07/2017
Reservoir,Townhouse,15/07/2017
Reservoir,House,15/07/2017
Reservoir,House,15/07/2017
Reservoir,House,15/07/2017
Richmond,House,15/07/2017
Ringwood East,House,15/07/2017
Rosanna,House,15/07/2017
Rosanna,House,15/07/2017
Rowville,House,15/07/2017
Rowville,House,15/07/2017
Roxburgh Park,House,15/07/2017
Seaford,Townhouse,15/07/2017
Seaford,House,15/07/2017
Seaford,House,15/07/2017
Seaford,House,15/07/2017
South Yarra,UniTownhouse,15/07/2017
South Yarra,UniTownhouse,15/07/2017
South Yarra,UniTownhouse,15/07/2017
Springvale,House,15/07/2017
St Albans,House,15/07/2017
St Helena,House,15/07/2017
St Kilda,House,15/07/2017
St Kilda,UniTownhouse,15/07/2017
St Kilda,UniTownhouse,15/07/2017
Sunshine,House,15/07/2017
Sunshine,House,15/07/2017
Sunshine,House,15/07/2017
Sunshine North,UniTownhouse,15/07/2017
Sunshine West,House,15/07/2017
Taylors Lakes,House,15/07/2017
Taylors Lakes,House,15/07/2017
Thomastown,House,15/07/2017
Thomastown,UniTownhouse,15/07/2017
Thornbury,House,15/07/2017
Thornbury,UniTownhouse,15/07/2017
Toorak,UniTownhouse,15/07/2017
Toorak,House,15/07/2017
Travancore,UniTownhouse,15/07/2017
Vermont,House,15/07/2017
Viewbank,House,15/07/2017
Wantirna,House,15/07/2017
Wantirna South,House,15/07/2017
Wantirna South,UniTownhouse,15/07/2017
Warrandyte,House,15/07/2017
Waterways,House,15/07/2017
Watsonia,UniTownhouse,15/07/2017
Watsonia,UniTownhouse,15/07/2017
Werribee,House,15/07/2017
Werribee,House,15/07/2017
Werribee,House,15/07/2017
West Footscray,House,15/07/2017
West Footscray,Townhouse,15/07/2017
Westmeadows,House,15/07/2017
Wheelers Hill,House,15/07/2017
Wyndham Vale,House,15/07/2017
Yarraville,House,15/07/2017
Yarraville,House,15/07/2017
Yarraville,House,15/07/2017
Yarraville,House,15/07/2017
Aberfeldie,House,15/09/2018
Aberfeldie,House,15/09/2018
Albert Park,House,15/09/2018
Alphington,House,15/09/2018
Altona,House,15/09/2018
Armadale,House,15/09/2018
Armadale,House,15/09/2018
Ascot Vale,House,15/09/2018
Ascot Vale,House,15/09/2018
Ascot Vale,House,15/09/2018
Ascot Vale,House,15/09/2018
Ascot Vale,UniTownhouse,15/09/2018
Ashburton,House,15/09/2018
Ashburton,Townhouse,15/09/2018
Ashwood,House,15/09/2018
Bacchus Marsh,House,15/09/2018
Balwyn,UniTownhouse,15/09/2018
Balwyn North,House,15/09/2018
Balwyn North,House,15/09/2018
Balwyn North,House,15/09/2018
Bayswater,House,15/09/2018
Beaumaris,Townhouse,15/09/2018
Beaumaris,House,15/09/2018
Bentleigh,UniTownhouse,15/09/2018
Bentleigh,House,15/09/2018
Bentleigh,House,15/09/2018
Bentleigh,House,15/09/2018
Bentleigh,Townhouse,15/09/2018
Bentleigh,House,15/09/2018
Bentleigh East,House,15/09/2018
Bentleigh East,Townhouse,15/09/2018
Bentleigh East,House,15/09/2018
Black Rock,UniTownhouse,15/09/2018
Blackburn,House,15/09/2018
Blackburn,Townhouse,15/09/2018
Blackburn,House,15/09/2018
Blackburn North,House,15/09/2018
Blackburn North,House,15/09/2018
Brighton,House,15/09/2018
Brighton,Townhouse,15/09/2018
Brighton East,Townhouse,15/09/2018
Brighton East,House,15/09/2018
Brighton East,House,15/09/2018
Brighton East,House,15/09/2018
Broadmeadows,Townhouse,15/09/2018
Brunswick,UniTownhouse,15/09/2018
Brunswick West,House,15/09/2018
Bundoora,House,15/09/2018
Burwood,House,15/09/2018
Burwood,Townhouse,15/09/2018
Burwood,House,15/09/2018
Burwood East,House,15/09/2018
Camberwell,Townhouse,15/09/2018
Carlton North,UniTownhouse,15/09/2018
Carlton North,House,15/09/2018
Carnegie,UniTownhouse,15/09/2018
Carnegie,UniTownhouse,15/09/2018
Chelsea Heights,House,15/09/2018
Cheltenham,House,15/09/2018
Clarinda,House,15/09/2018
Clayton,Townhouse,15/09/2018
Clifton Hill,UniTownhouse,15/09/2018
Coburg,House,15/09/2018
Coburg,House,15/09/2018
Coburg North,House,15/09/2018
Collingwood,UniTownhouse,15/09/2018
Coolaroo,House,15/09/2018
Craigieburn,House,15/09/2018
Craigieburn,House,15/09/2018
Craigieburn,House,15/09/2018
Craigieburn,House,15/09/2018
Craigieburn,House,15/09/2018
Cranbourne West,House,15/09/2018
Cremorne,House,15/09/2018
Dingley Village,House,15/09/2018
Doncaster,House,15/09/2018
Doncaster East,UniTownhouse,15/09/2018
Doreen,House,15/09/2018
East Melbourne,UniTownhouse,15/09/2018
Elsternwick,House,15/09/2018
Elsternwick,UniTownhouse,15/09/2018
Elsternwick,House,15/09/2018
Elsternwick,House,15/09/2018
Elsternwick,UniTownhouse,15/09/2018
Elwood,House,15/09/2018
Endeavour Hills,House,15/09/2018
Essendon,Townhouse,15/09/2018
Essendon,UniTownhouse,15/09/2018
Essendon,House,15/09/2018
Essendon North,House,15/09/2018
Fitzroy North,House,15/09/2018
Fitzroy North,House,15/09/2018
Fitzroy North,House,15/09/2018
Footscray,UniTownhouse,15/09/2018
Frankston,House,15/09/2018
Frankston,House,15/09/2018
Frankston North,House,15/09/2018
Frankston South,House,15/09/2018
Frankston South,House,15/09/2018
Gisborne,House,15/09/2018
Gisborne,House,15/09/2018
Glen Huntly,UniTownhouse,15/09/2018
Glen Iris,House,15/09/2018
Glen Iris,House,15/09/2018
Glen Iris,House,15/09/2018
Glen Iris,UniTownhouse,15/09/2018
Glen Waverley,House,15/09/2018
Glen Waverley,Townhouse,15/09/2018
Glen Waverley,House,15/09/2018
Glen Waverley,House,15/09/2018
Glenroy,Townhouse,15/09/2018
Glenroy,House,15/09/2018
Glenroy,House,15/09/2018
Greensborough,House,15/09/2018
Greensborough,Townhouse,15/09/2018
Greenvale,House,15/09/2018
Greenvale,House,15/09/2018
Greenvale,House,15/09/2018
Hampton,House,15/09/2018
Hampton,House,15/09/2018
Hampton,Townhouse,15/09/2018
Hampton,House,15/09/2018
Hampton,House,15/09/2018
Hampton,House,15/09/2018
Hawthorn,UniTownhouse,15/09/2018
Hawthorn,UniTownhouse,15/09/2018
Hawthorn East,House,15/09/2018
Hawthorn East,House,15/09/2018
Hawthorn East,UniTownhouse,15/09/2018
Heidelberg,House,15/09/2018
Hoppers Crossing,House,15/09/2018
Hughesdale,House,15/09/2018
Ivanhoe,UniTownhouse,15/09/2018
Ivanhoe East,House,15/09/2018
Keilor East,House,15/09/2018
Kew,House,15/09/2018
Kew East,House,15/09/2018
Kew East,House,15/09/2018
Lalor,House,15/09/2018
Lalor,House,15/09/2018
Lalor,House,15/09/2018
Laverton,House,15/09/2018
Lower Plenty,UniTownhouse,15/09/2018
Macleod,House,15/09/2018
Maidstone,House,15/09/2018
Malvern,UniTownhouse,15/09/2018
Malvern East,House,15/09/2018
Malvern East,House,15/09/2018
Maribyrnong,House,15/09/2018
Maribyrnong,UniTownhouse,15/09/2018
McKinnon,House,15/09/2018
Meadow Heights,House,15/09/2018
Melbourne,UniTownhouse,15/09/2018
Mentone,House,15/09/2018
Mill Park,UniTownhouse,15/09/2018
Mill Park,House,15/09/2018
Mill Park,House,15/09/2018
Mill Park,House,15/09/2018
Mill Park,House,15/09/2018
Mitcham,House,15/09/2018
Moonee Ponds,House,15/09/2018
Moonee Ponds,House,15/09/2018
Mount Waverley,House,15/09/2018
Mount Waverley,House,15/09/2018
Mulgrave,House,15/09/2018
Mulgrave,House,15/09/2018
Newport,Townhouse,15/09/2018
North Melbourne,Townhouse,15/09/2018
Northcote,House,15/09/2018
Northcote,House,15/09/2018
Northcote,Townhouse,15/09/2018
Northcote,House,15/09/2018
Ormond,House,15/09/2018
Parkdale,House,15/09/2018
Parkdale,House,15/09/2018
Parkdale,UniTownhouse,15/09/2018
Parkville,Townhouse,15/09/2018
Pascoe Vale,House,15/09/2018
Pascoe Vale,Townhouse,15/09/2018
Port Melbourne,House,15/09/2018
Port Melbourne,UniTownhouse,15/09/2018
Port Melbourne,House,15/09/2018
Prahran,UniTownhouse,15/09/2018
Prahran,UniTownhouse,15/09/2018
Prahran,UniTownhouse,15/09/2018
Preston,UniTownhouse,15/09/2018
Preston,Townhouse,15/09/2018
Preston,House,15/09/2018
Reservoir,House,15/09/2018
Reservoir,UniTownhouse,15/09/2018
Reservoir,UniTownhouse,15/09/2018
Richmond,House,15/09/2018
Richmond,UniTownhouse,15/09/2018
Richmond,UniTownhouse,15/09/2018
Richmond,UniTownhouse,15/09/2018
Ringwood East,Townhouse,15/09/2018
Roxburgh Park,House,15/09/2018
Seddon,House,15/09/2018
South Morang,House,15/09/2018
South Morang,House,15/09/2018
South Morang,House,15/09/2018
St Kilda,UniTownhouse,15/09/2018
St Kilda,UniTownhouse,15/09/2018
St Kilda,UniTownhouse,15/09/2018
Strathmore,House,15/09/2018
Strathmore,House,15/09/2018
