Suburb,Rooms,Type,Price,Date,Postcode,Car,Lattitude,Longtitude,Propertycount
Essendon,3,h,900000,03/06/2017,3040,1,-37.7525,144.90417,9264
Essendon,3,h,1320000,03/06/2017,3040,1,-37.75126,144.89558,9264
Essendon,3,u,786000,03/06/2017,3040,1,-37.75284,144.90975,9264
Essendon,5,h,2210000,03/06/2017,3040,2,-37.75511,144.90935,9264
Fairfield,3,h,1200000,03/06/2017,3078,2,-37.77558,145.02451,2970
Fawkner,3,h,700000,03/06/2017,3060,2,-37.71693,144.96527,5070
Fawkner,3,h,712000,03/06/2017,3060,2,-37.70037,144.97007,5070
Fawkner,3,h,775000,03/06/2017,3060,2,-37.71193,144.974,5070
Fawkner,4,h,821000,03/06/2017,3060,1,-37.71881,144.96527,5070
Ferntree Gully,3,h,663500,03/06/2017,3156,2,-37.88909,145.26935,10788
Ferntree Gully,3,h,805000,03/06/2017,3156,2,-37.89879,145.28866,10788
Flemington,4,h,1290000,03/06/2017,3031,0,-37.78358,144.92927,3593
Flemington,4,h,2268000,03/06/2017,3031,2,-37.78474,144.9322,3593
Footscray,2,u,270000,03/06/2017,3011,1,-37.78895,144.89014,7570
Footscray,3,u,605000,03/06/2017,3011,2,-37.8021,144.9075,7570
Forest Hill,3,u,764000,03/06/2017,3131,1,-37.83592,145.16819,4385
Frankston,3,h,700000,03/06/2017,3199,2,-38.15517,145.12705,17055
Frankston North,3,h,452000,03/06/2017,3200,0,-38.1187,145.14973,2500
Glen Iris,3,h,1890000,03/06/2017,3146,2,-37.84949,145.07726,10412
Glen Waverley,4,h,1750000,03/06/2017,3150,2,-37.87173,145.15267,15321
Glen Waverley,2,u,1100000,03/06/2017,3150,1,-37.88245,145.15982,15321
Glenroy,4,h,750000,03/06/2017,3046,3,-37.70619,144.92916,8870
Glenroy,3,h,695000,03/06/2017,3046,2,-37.69777,144.91952,8870
Greensborough,3,h,817000,03/06/2017,3088,1,-37.71437,145.10112,8524
Greensborough,3,h,760000,03/06/2017,3088,3,-37.70817,145.10028,8524
Greenvale,3,h,680000,03/06/2017,3059,1,-37.64049,144.8846,4864
Greenvale,5,h,1170000,03/06/2017,3059,5,-37.65439,144.89113,4864
Greenvale,5,h,830000,03/06/2017,3059,5,-37.65039,144.89948,4864
Hadfield,3,h,731000,03/06/2017,3046,2,-37.70527,144.95084,2606
Hadfield,3,h,827000,03/06/2017,3046,2,-37.70328,144.94161,2606
Hadfield,3,t,627000,03/06/2017,3046,2,-37.70903,144.93995,2606
Hallam,3,h,680000,03/06/2017,3803,2,-38.00533,145.26907,3728
Hawthorn,3,u,690000,03/06/2017,3122,1,-37.81415,145.03082,11308
Hawthorn,2,u,1022000,03/06/2017,3122,1,-37.82193,145.01749,11308
Hawthorn,5,h,5510000,03/06/2017,3122,5,-37.83031,145.02973,11308
Hawthorn,4,h,3335000,03/06/2017,3122,2,-37.81474,145.02609,11308
Hawthorn,1,u,560000,03/06/2017,3122,1,-37.82694,145.03094,11308
Hawthorn,3,u,970000,03/06/2017,3122,2,-37.83,145.04186,11308
Hawthorn,2,h,1790000,03/06/2017,3122,2,-37.83432,145.04152,11308
Hawthorn,2,u,805000,03/06/2017,3122,1,-37.82258,145.0193,11308
Hawthorn East,3,h,1875000,03/06/2017,3123,1,-37.82911,145.04531,6482
Hawthorn East,4,h,2320000,03/06/2017,3123,2,-37.83539,145.0431,6482
Hawthorn East,3,t,1465000,03/06/2017,3123,2,-37.84506,145.05246,6482
Heathmont,3,t,701000,03/06/2017,3135,2,-37.8327,145.2348,3794
Heathmont,3,h,850000,03/06/2017,3135,2,-37.83058,145.23071,3794
Heidelberg Heights,3,h,885000,03/06/2017,3081,1,-37.73736,145.05603,2947
Highett,3,h,1190000,03/06/2017,3190,1,-37.94654,145.04863,4794
Hillside,3,h,485000,03/06/2017,3037,1,-37.68811,144.74999,5556
Hoppers Crossing,3,h,530000,03/06/2017,3029,2,-37.86515,144.66671,13830
Hoppers Crossing,3,h,515000,03/06/2017,3029,2,-37.86852,144.68039,13830
Hoppers Crossing,4,h,1305000,03/06/2017,3029,0,-37.84931,144.6942,13830
Hoppers Crossing,3,h,555500,03/06/2017,3029,1,-37.87498,144.69617,13830
Ivanhoe,4,h,1350000,03/06/2017,3079,2,-37.76737,145.03944,5549
Ivanhoe,3,u,910000,03/06/2017,3079,1,-37.75822,145.05056,5549
Ivanhoe,3,h,1300000,03/06/2017,3079,2,-37.76538,145.04964,5549
Ivanhoe East,3,h,2525000,03/06/2017,3079,1,-37.7714,145.05963,1554
Ivanhoe East,2,u,535000,03/06/2017,3079,1,-37.77127,145.0499,1554
Keilor Downs,3,h,580000,03/06/2017,3038,4,-37.72188,144.81489,3656
Keilor Park,3,h,670000,03/06/2017,3042,2,-37.72544,144.85259,1119
Kensington,3,t,855000,03/06/2017,3031,1,-37.79554,144.91679,5263
Kensington,2,h,990000,03/06/2017,3031,0,-37.7902,144.93192,5263
Kew,2,u,630000,03/06/2017,3101,1,-37.80897,145.04759,10331
Kew,2,t,942000,03/06/2017,3101,1,-37.81439,145.04237,10331
Kew,2,h,912500,03/06/2017,3101,2,-37.8008,145.04336,10331
Kew,1,u,515000,03/06/2017,3101,1,-37.80468,145.03614,10331
Kew,2,u,672000,03/06/2017,3101,1,-37.8055,145.038,10331
Kew East,4,h,2162000,03/06/2017,3102,3,-37.79172,145.05863,2671
Kew East,3,h,2260000,03/06/2017,3102,4,-37.79017,145.06381,2671
Keysborough,4,h,745000,03/06/2017,3173,1,-37.9887,145.16158,8459
Kingsbury,4,h,800001,03/06/2017,3083,2,-37.7126,145.02996,1414
Kingsville,3,h,1180000,03/06/2017,3012,1,-37.80742,144.88297,1808
Lalor,3,h,521000,03/06/2017,3075,2,-37.67056,145.03698,8279
Malvern,2,t,910000,03/06/2017,3144,2,-37.86916,145.03565,4675
Malvern,3,h,4900000,03/06/2017,3144,2,-37.85905,145.03229,4675
Malvern,2,u,592000,03/06/2017,3144,1,-37.86824,145.03504,4675
Malvern,1,u,455000,03/06/2017,3144,1,-37.86561,145.03602,4675
Malvern East,3,h,2265000,03/06/2017,3145,2,-37.86749,145.05122,8801
Malvern East,3,h,1780000,03/06/2017,3145,2,-37.8683,145.03909,8801
Maribyrnong,2,u,585000,03/06/2017,3032,2,-37.77518,144.89254,4918
Maribyrnong,4,h,1085000,03/06/2017,3032,2,-37.7833,144.89717,4918
McKinnon,4,h,1680000,03/06/2017,3204,2,-37.90688,145.02827,2397
Melton,4,h,400000,03/06/2017,3337,2,-37.68834,144.56803,3600
Melton South,4,h,355000,03/06/2017,3338,1,-37.69791,144.5807,4718
Melton West,5,h,355000,03/06/2017,3337,2,-37.67523,144.55833,6065
Mentone,3,t,815000,03/06/2017,3194,2,-37.97917,145.07573,6162
Mentone,2,t,800000,03/06/2017,3194,1,-37.98937,145.06723,6162
Mentone,3,h,885000,03/06/2017,3194,2,-37.97584,145.08107,6162
Middle Park,3,h,2010000,03/06/2017,3206,0,-37.85356,144.96415,2019
Middle Park,6,h,5600000,03/06/2017,3206,2,-37.85231,144.96373,2019
Middle Park,3,h,1850000,03/06/2017,3206,1,-37.85411,144.96409,2019
Mill Park,3,h,663500,03/06/2017,3082,1,-37.65887,145.06254,10529
Mill Park,4,h,732000,03/06/2017,3082,1,-37.67348,145.06982,10529
Mill Park,4,h,720000,03/06/2017,3082,3,-37.67681,145.06414,10529
Mill Park,3,h,556500,03/06/2017,3082,2,-37.67561,145.05641,10529
Montmorency,3,u,569000,03/06/2017,3094,2,-37.73103,145.13404,3891
Moonee Ponds,3,h,1850000,03/06/2017,3039,2,-37.76086,144.90497,6232
Moonee Ponds,2,h,1090000,03/06/2017,3039,0,-37.76919,144.91186,6232
Moonee Ponds,2,h,760000,03/06/2017,3039,0,-37.76856,144.90577,6232
Moorabbin,3,h,1090500,03/06/2017,3189,2,-37.94274,145.05783,2555
Mooroolbark,5,h,872000,03/06/2017,3138,2,-37.79026,145.33738,8280
Mooroolbark,3,h,730000,03/06/2017,3138,2,-37.76517,145.3298,8280
Mordialloc,1,u,519000,03/06/2017,3195,1,-38.00508,145.08189,3650
Mordialloc,4,t,1170000,03/06/2017,3195,2,-38.002,145.08916,3650
Mount Waverley,2,u,720000,03/06/2017,3149,1,-37.87135,145.14334,13366
Mount Waverley,2,u,572000,03/06/2017,3149,1,-37.87142,145.14503,13366
Mount Waverley,3,h,1640000,03/06/2017,3149,2,-37.86906,145.14394,13366
Mount Waverley,3,t,1011000,03/06/2017,3149,2,-37.8605,145.12853,13366
Mount Waverley,5,h,1450000,03/06/2017,3149,2,-37.88409,145.12369,13366
Mulgrave,3,h,880000,03/06/2017,3170,2,-37.92266,145.16733,7113
Murrumbeena,3,h,1256000,03/06/2017,3163,2,-37.90423,145.06168,4442
Murrumbeena,1,u,330000,03/06/2017,3163,1,-37.89166,145.06718,4442
Murrumbeena,2,u,670000,03/06/2017,3163,2,-37.89814,145.07455,4442
Murrumbeena,2,u,602000,03/06/2017,3163,1,-37.88674,145.07234,4442
Niddrie,4,h,1337000,03/06/2017,3042,2,-37.74103,144.88496,2291
North Melbourne,2,h,970000,03/06/2017,3051,0,-37.79489,144.94207,6821
Northcote,3,h,1232000,03/06/2017,3070,1,-37.76708,144.99624,11364
Nunawading,4,t,950000,03/06/2017,3131,2,-37.81065,145.17309,4973
Oak Park,2,u,460000,03/06/2017,3046,1,-37.72326,144.91681,2651
Oak Park,4,h,1138000,03/06/2017,3046,2,-37.72001,144.91683,2651
Oakleigh,4,h,1410000,03/06/2017,3166,2,-37.9054,145.08669,3224
Oakleigh,3,h,1245000,03/06/2017,3166,1,-37.90626,145.08653,3224
Oakleigh East,2,h,1114000,03/06/2017,3166,1,-37.90241,145.12378,2547
Oakleigh East,3,u,740000,03/06/2017,3166,1,-37.89941,145.11523,2547
Oakleigh South,4,h,1120000,03/06/2017,3167,2,-37.93543,145.08408,3692
Oakleigh South,3,h,945000,03/06/2017,3167,2,-37.93646,145.08728,3692
Ormond,1,u,280000,03/06/2017,3204,1,-37.90296,145.04637,3578
Ormond,2,u,485000,03/06/2017,3204,1,-37.90335,145.03718,3578
Parkdale,3,h,1315000,03/06/2017,3195,2,-37.99544,145.08727,5087
Parkville,3,u,1770000,03/06/2017,3052,1,-37.78212,144.95755,2309
Pascoe Vale,3,u,630000,03/06/2017,3044,1,-37.72737,144.94593,7485
Port Melbourne,3,u,1725000,03/06/2017,3207,2,-37.8429,144.94487,8648
Port Melbourne,3,h,1325000,03/06/2017,3207,2,-37.83522,144.93471,8648
Port Melbourne,2,u,625000,03/06/2017,3207,1,-37.84432,144.94372,8648
Port Melbourne,2,u,665000,03/06/2017,3207,1,-37.84096,144.93791,8648
Prahran,3,h,1400000,03/06/2017,3181,0,-37.84957,144.9889,7717
Preston,3,h,850000,03/06/2017,3072,2,-37.7383,145.02349,14577
Preston,5,h,1400000,03/06/2017,3072,2,-37.73472,144.99658,14577
Preston,3,h,930000,03/06/2017,3072,0,-37.7377,144.98781,14577
Preston,4,h,830000,03/06/2017,3072,2,-37.73935,145.01517,14577
Preston,3,h,881000,03/06/2017,3072,2,-37.73912,145.01298,14577
Preston,3,u,660000,03/06/2017,3072,1,-37.73506,145.03169,14577
Preston,3,h,945000,03/06/2017,3072,2,-37.74946,145.00875,14577
Preston,3,h,1210000,03/06/2017,3072,2,-37.74794,144.99111,14577
Preston,3,h,970000,03/06/2017,3072,1,-37.74818,144.99825,14577
Preston,2,u,465000,03/06/2017,3072,1,-37.73311,145.03552,14577
Preston,3,h,725000,03/06/2017,3072,2,-37.73314,145.03437,14577
Preston,3,h,990000,03/06/2017,3072,1,-37.74258,144.99309,14577
Preston,3,h,972500,03/06/2017,3072,1,-37.73443,145.00201,14577
Preston,3,h,955000,03/06/2017,3072,1,-37.74739,145.00934,14577
Princes Hill,3,h,1900000,03/06/2017,3054,0,-37.78251,144.96817,1008
Reservoir,4,h,1100000,03/06/2017,3073,2,-37.72787,144.99423,21650
Reservoir,5,h,1266000,03/06/2017,3073,2,-37.7296,145.00714,21650
Reservoir,3,h,1040000,03/06/2017,3073,1,-37.72499,145.00038,21650
Reservoir,2,h,888000,03/06/2017,3073,2,-37.71086,145.01629,21650
Reservoir,2,t,521000,03/06/2017,3073,1,-37.7106,145.00177,21650
Reservoir,3,h,857700,03/06/2017,3073,1,-37.72589,144.99681,21650
Reservoir,3,t,642500,03/06/2017,3073,2,-37.71064,145.01067,21650
Richmond,3,h,1676000,03/06/2017,3121,1,-37.8239,145.0022,14949
Richmond,4,h,1400000,03/06/2017,3121,0,-37.82503,144.99967,14949
Richmond,3,h,1301000,03/06/2017,3121,1,-37.82434,145.00489,14949
Richmond,2,u,575000,03/06/2017,3121,1,-37.82046,144.99398,14949
Ringwood,3,u,766000,03/06/2017,3134,2,-37.80905,145.23534,7785
Ringwood East,4,h,910000,03/06/2017,3135,2,-37.81656,145.24247,4407
Ringwood East,4,h,1200000,03/06/2017,3135,1,-37.81186,145.25419,4407
Rosanna,2,u,675000,03/06/2017,3084,1,-37.74427,145.06293,3540
Rowville,3,h,622000,03/06/2017,3178,1,-37.91655,145.26933,11667
Roxburgh Park,3,h,425000,03/06/2017,3064,2,-37.63382,144.92774,5833
Sandringham,4,t,2300000,03/06/2017,3191,2,-37.95326,145.01779,4497
Sandringham,3,h,1710000,03/06/2017,3191,0,-37.94785,145.01467,4497
Sandringham,4,t,2221000,03/06/2017,3191,2,-37.95372,145.00608,4497
Seabrook,3,h,515000,03/06/2017,3028,2,-37.87793,144.75626,1793
Seaford,3,h,540000,03/06/2017,3198,2,-38.11014,145.14336,8077
Seaholme,3,h,1360000,03/06/2017,3018,6,-37.8642,144.84257,852
Seddon,3,h,1180000,03/06/2017,3011,0,-37.80779,144.88887,2417
South Kingsville,3,h,790000,03/06/2017,3015,2,-37.83137,144.86731,984
South Melbourne,2,u,805000,03/06/2017,3205,2,-37.83715,144.96717,5943
South Melbourne,2,u,530000,03/06/2017,3205,1,-37.83406,144.97131,5943
South Morang,4,h,915000,03/06/2017,3752,2,-37.63485,145.07272,7969
South Morang,3,h,644000,03/06/2017,3752,4,-37.64215,145.08584,7969
South Morang,5,h,905000,03/06/2017,3752,3,-37.6236,145.10629,7969
South Yarra,2,u,800000,03/06/2017,3141,1,-37.84712,144.99967,14887
South Yarra,2,h,2210000,03/06/2017,3141,1,-37.83554,144.97956,14887
South Yarra,3,h,1400000,03/06/2017,3141,1,-37.84497,144.99781,14887
South Yarra,3,u,805000,03/06/2017,3141,1,-37.83849,144.99948,14887
South Yarra,3,u,2400000,03/06/2017,3141,1,-37.8369,144.98514,14887
South Yarra,2,u,535000,03/06/2017,3141,1,-37.84468,145.00368,14887
Southbank,1,u,422000,03/06/2017,3006,1,-37.83014,144.96967,8400
Southbank,2,u,590000,03/06/2017,3006,1,-37.82586,144.957,8400
St Kilda,2,u,586500,03/06/2017,3182,1,-37.86506,144.97777,13240
St Kilda,1,u,451000,03/06/2017,3182,1,-37.85705,144.98699,13240
Strathmore,5,h,1780000,03/06/2017,3041,6,-37.7377,144.91896,3284
Strathmore,2,h,790000,03/06/2017,3041,1,-37.73519,144.92374,3284
Sunbury,3,h,455000,03/06/2017,3429,2,-37.57456,144.71548,14092
Sunbury,3,h,410000,03/06/2017,3429,2,-37.57686,144.71023,14092
Sunshine,3,h,775000,03/06/2017,3020,3,-37.79067,144.83804,3755
Sunshine North,3,h,690500,03/06/2017,3020,0,-37.7756,144.84235,4217
Sunshine West,3,h,520000,03/06/2017,3020,2,-37.79414,144.81855,6763
Surrey Hills,2,u,740000,03/06/2017,3127,2,-37.83275,145.1055,5457
Taylors Hill,3,h,680000,03/06/2017,3037,2,-37.71594,144.7415,4242
Taylors Lakes,3,h,790500,03/06/2017,3038,2,-37.6943,144.78187,5336
Taylors Lakes,3,h,695000,03/06/2017,3038,2,-37.69408,144.77861,5336
Taylors Lakes,5,h,805000,03/06/2017,3038,2,-37.69403,144.79418,5336
Templestowe,3,h,1350000,03/06/2017,3106,2,-37.75289,145.12826,6202
Templestowe Lower,4,t,1010000,03/06/2017,3107,2,-37.76577,145.10729,5420
Thomastown,3,h,580000,03/06/2017,3074,2,-37.68484,145.0072,7955
Thomastown,4,h,653000,03/06/2017,3074,4,-37.68136,144.99479,7955
Thomastown,3,h,740000,03/06/2017,3074,2,-37.68403,144.99246,7955
Thornbury,2,u,493000,03/06/2017,3071,1,-37.75257,145.00279,8870
Thornbury,3,h,1240000,03/06/2017,3071,1,-37.75915,145.01043,8870
Thornbury,2,h,1010000,03/06/2017,3071,0,-37.75789,145.00136,8870
Thornbury,4,h,1626000,03/06/2017,3071,2,-37.75231,144.99023,8870
Toorak,1,u,550000,03/06/2017,3142,1,-37.83732,145.01164,7217
Toorak,3,u,2000000,03/06/2017,3142,2,-37.84212,145.01346,7217
Toorak,2,u,751000,03/06/2017,3142,1,-37.83872,145.01452,7217
Toorak,2,u,682000,03/06/2017,3142,1,-37.84301,145.02641,7217
Tullamarine,2,t,355000,03/06/2017,3043,1,-37.68837,144.87122,3296
Vermont,4,h,1270000,03/06/2017,3133,2,-37.83944,145.18641,4181
Vermont,4,t,975000,03/06/2017,3133,2,-37.83368,145.20409,4181
Vermont,3,t,820000,03/06/2017,3133,2,-37.83581,145.19802,4181
Vermont South,3,u,750000,03/06/2017,3133,1,-37.85732,145.19195,4280
Wantirna,2,h,1280000,03/06/2017,3152,0,-37.839,145.22143,5424
Warrandyte,3,h,1200000,03/06/2017,3113,0,-37.74135,145.22405,2003
Watsonia North,3,h,655000,03/06/2017,3087,1,-37.7004,145.09033,1442
Werribee,3,h,531000,03/06/2017,3030,1,-37.89568,144.65733,16166
Werribee,3,h,490000,03/06/2017,3030,4,-37.90811,144.64373,16166
Werribee,3,h,472000,03/06/2017,3030,0,-37.89363,144.65693,16166
Werribee,3,h,467000,03/06/2017,3030,1,-37.89347,144.66679,16166
Werribee,2,u,302500,03/06/2017,3030,2,-37.88275,144.66661,16166
Werribee,5,h,750000,03/06/2017,3030,2,-37.89407,144.67724,16166
Werribee,3,h,390000,03/06/2017,3030,2,-37.90111,144.63302,16166
West Footscray,3,h,1155000,03/06/2017,3012,1,-37.79369,144.87511,5058
West Footscray,2,u,480000,03/06/2017,3012,1,-37.80029,144.87859,5058
West Footscray,3,h,1100000,03/06/2017,3012,3,-37.79194,144.87144,5058
West Melbourne,2,u,792000,03/06/2017,3003,1,-37.80823,144.95452,2230
Westmeadows,3,h,540000,03/06/2017,3049,2,-37.67949,144.88349,2474
Wheelers Hill,4,h,1171000,03/06/2017,3150,3,-37.92024,145.18049,7392
Wheelers Hill,3,h,1408000,03/06/2017,3150,1,-37.90618,145.16995,7392
Williamstown,3,h,1494000,03/06/2017,3016,0,-37.8649,144.89524,6380
Williamstown,5,h,2760000,03/06/2017,3016,2,-37.86253,144.88748,6380
Williamstown,3,h,1285000,03/06/2017,3016,3,-37.86148,144.88303,6380
Williamstown,4,h,1900000,03/06/2017,3016,1,-37.86409,144.88224,6380
Williamstown,3,h,950000,03/06/2017,3016,0,-37.8561,144.90028,6380
Yallambie,5,h,1670000,03/06/2017,3085,2,-37.71992,145.0988,1369
Yarraville,2,h,950000,03/06/2017,3013,0,-37.81956,144.89054,6543
Yarraville,3,h,1225000,03/06/2017,3013,0,-37.81493,144.88974,6543
Abbotsford,2,u,480000,17/06/2017,3067,1,-37.80915,145.00066,4019
Abbotsford,2,u,750000,17/06/2017,3067,1,-37.80554,144.99612,4019
Airport West,3,t,730000,17/06/2017,3042,2,-37.72893,144.88859,3464
Albion,4,h,820000,17/06/2017,3020,1,-37.77967,144.81275,2185
Alphington,3,h,1650000,17/06/2017,3078,2,-37.77824,145.02541,2211
Alphington,4,h,2750000,17/06/2017,3078,4,-37.7727,145.03079,2211
Altona,3,h,853000,17/06/2017,3018,1,-37.86494,144.8157,5301
Altona,3,u,670000,17/06/2017,3018,1,-37.86066,144.82013,5301
Altona,3,t,765000,17/06/2017,3018,2,-37.86837,144.81502,5301
Altona Meadows,3,h,820000,17/06/2017,3028,2,-37.88893,144.7866,7630
Altona North,3,h,870000,17/06/2017,3025,4,-37.8399,144.86228,5132
Armadale,2,u,595000,17/06/2017,3143,1,-37.86048,145.01498,4836
Armadale,4,h,3200000,17/06/2017,3143,2,-37.85938,145.01087,4836
Armadale,2,h,1550000,17/06/2017,3143,0,-37.85068,145.01579,4836
Ascot Vale,4,h,1750000,17/06/2017,3032,1,-37.77459,144.92993,6567
Ascot Vale,4,h,1400000,17/06/2017,3032,3,-37.77352,144.92188,6567
Ascot Vale,3,h,1230000,17/06/2017,3032,1,-37.77279,144.91732,6567
Ashburton,4,h,2170000,17/06/2017,3147,2,-37.86015,145.07735,3052
Ashwood,4,h,1680000,17/06/2017,3147,3,-37.85842,145.10288,2894
Ashwood,3,h,1650000,17/06/2017,3147,2,-37.86572,145.09763,2894
Ashwood,3,h,860000,17/06/2017,3147,2,-37.87105,145.10198,2894
Avondale Heights,2,h,1085000,17/06/2017,3034,3,-37.76654,144.86469,4502
Avondale Heights,3,h,750000,17/06/2017,3034,1,-37.75986,144.85886,4502
Balwyn,3,h,2380000,17/06/2017,3103,2,-37.80648,145.08274,5682
Balwyn,1,h,2100000,17/06/2017,3103,1,-37.80292,145.06424,5682
Balwyn,4,h,3050000,17/06/2017,3103,2,-37.81167,145.08595,5682
Balwyn North,3,t,1557000,17/06/2017,3104,2,-37.80259,145.09878,7809
Balwyn North,3,u,1420000,17/06/2017,3104,2,-37.79673,145.06853,7809
Balwyn North,4,h,2444000,17/06/2017,3104,2,-37.79486,145.08728,7809
Balwyn North,4,h,2050000,17/06/2017,3104,1,-37.79284,145.10082,7809
Balwyn North,4,h,1926000,17/06/2017,3104,2,-37.79836,145.10111,7809
Balwyn North,3,h,1490000,17/06/2017,3104,2,-37.78327,145.07709,7809
Bayswater,2,u,520000,17/06/2017,3153,1,-37.83777,145.26345,5030
Bayswater,4,h,925000,17/06/2017,3153,10,-37.84688,145.25632,5030
Bayswater North,3,h,616000,17/06/2017,3153,0,-37.82273,145.27323,3598
Bentleigh,4,h,2700000,17/06/2017,3204,2,-37.91888,145.04775,6795
Bentleigh,3,h,1116000,17/06/2017,3204,2,-37.91928,145.03381,6795
Bentleigh,3,h,1573000,17/06/2017,3204,2,-37.91855,145.02628,6795
Bentleigh East,3,h,1316000,17/06/2017,3165,1,-37.92463,145.06051,10969
Bentleigh East,3,h,1617000,17/06/2017,3165,2,-37.91905,145.05597,10969
Bentleigh East,3,t,950000,17/06/2017,3165,2,-37.9217,145.0733,10969
Bentleigh East,3,h,1525000,17/06/2017,3165,3,-37.9178,145.05414,10969
Bentleigh East,4,h,1330000,17/06/2017,3165,2,-37.91503,145.07997,10969
Bentleigh East,3,t,850000,17/06/2017,3165,1,-37.91847,145.08101,10969
Bentleigh East,3,h,1228000,17/06/2017,3165,2,-37.91943,145.06801,10969
Berwick,4,h,608500,17/06/2017,3806,2,-38.05379,145.34803,17093
Black Rock,2,u,879000,17/06/2017,3193,1,-37.96341,145.01735,2866
Blackburn,3,h,1112000,17/06/2017,3130,3,-37.83107,145.14343,5713
Blackburn,2,h,1425000,17/06/2017,3130,1,-37.81561,145.15365,5713
Blackburn North,3,h,1001000,17/06/2017,3130,1,-37.802,145.15828,2867
Blackburn North,4,h,1280000,17/06/2017,3130,1,-37.80755,145.1638,2867
Blackburn South,3,h,1300000,17/06/2017,3130,1,-37.83576,145.13634,4387
Blackburn South,2,u,725000,17/06/2017,3130,2,-37.83459,145.15721,4387
Briar Hill,2,h,710500,17/06/2017,3088,1,-37.70681,145.11731,1390
Brighton,2,u,855000,17/06/2017,3186,1,-37.89571,144.99796,10579
Brighton,3,h,2020000,17/06/2017,3186,2,-37.91728,145.00206,10579
Brighton,3,u,1410000,17/06/2017,3186,2,-37.89886,144.99462,10579
Brighton East,4,h,2100000,17/06/2017,3187,2,-37.91777,145.01798,6938
Brighton East,2,h,1410000,17/06/2017,3187,2,-37.91488,145.01868,6938
Brighton East,4,t,1620000,17/06/2017,3187,2,-37.92875,145.0248,6938
Broadmeadows,2,u,310000,17/06/2017,3047,1,-37.68489,144.9212,4294
Broadmeadows,3,h,374000,17/06/2017,3047,2,-37.69248,144.93345,4294
Brunswick,2,u,510000,17/06/2017,3056,0,-37.77002,144.97154,11918
Brunswick,3,h,1925000,17/06/2017,3056,4,-37.77694,144.96669,11918
Brunswick,2,h,890000,17/06/2017,3056,0,-37.75908,144.96969,11918
Brunswick,4,h,1500000,17/06/2017,3056,1,-37.76792,144.97141,11918
Brunswick,3,h,950000,17/06/2017,3056,0,-37.76811,144.96017,11918
Brunswick West,1,u,312000,17/06/2017,3055,1,-37.75847,144.94226,7082
Brunswick West,3,h,1010000,17/06/2017,3055,4,-37.76545,144.94442,7082
Brunswick West,3,u,763000,17/06/2017,3055,1,-37.75904,144.93388,7082
Bulleen,3,h,1100000,17/06/2017,3105,1,-37.77918,145.09049,4480
Bundoora,3,h,687000,17/06/2017,3083,3,-37.69849,145.06705,10175
Bundoora,3,h,680000,17/06/2017,3083,1,-37.68274,145.05832,10175
Bundoora,4,h,755000,17/06/2017,3083,2,-37.68223,145.07818,10175
Burnley,3,h,1100000,17/06/2017,3121,2,-37.82982,145.01038,438
Burwood,3,t,918000,17/06/2017,3125,1,-37.85682,145.10873,5678
Burwood East,5,h,1523500,17/06/2017,3151,2,-37.85919,145.15852,4048
Burwood East,3,h,968000,17/06/2017,3151,1,-37.85586,145.15827,4048
Burwood East,4,h,1580000,17/06/2017,3151,2,-37.85646,145.14311,4048
Camberwell,2,t,795000,17/06/2017,3124,1,-37.84085,145.05415,8920
Camberwell,3,h,1775000,17/06/2017,3124,3,-37.84361,145.07099,8920
Camberwell,5,h,2361000,17/06/2017,3124,2,-37.84753,145.07198,8920
Camberwell,4,u,1900000,17/06/2017,3124,4,-37.826,145.0707,8920
Carlton North,3,h,1840000,17/06/2017,3054,1,-37.78305,144.97268,3106
Carnegie,2,h,920000,17/06/2017,3163,1,-37.89785,145.05524,7822
Carnegie,3,h,1550000,17/06/2017,3163,2,-37.89584,145.04741,7822
Carrum Downs,3,h,500000,17/06/2017,3201,2,-38.09111,145.19084,8060
Carrum Downs,3,h,561000,17/06/2017,3201,2,-38.10709,145.1744,8060
Caulfield South,1,u,295000,17/06/2017,3162,1,-37.89614,145.01323,5051
Caulfield South,3,t,1237000,17/06/2017,3162,2,-37.90034,145.01283,5051
Chadstone,3,h,740000,17/06/2017,3148,1,-37.88486,145.10203,3582
Cheltenham,4,h,1120000,17/06/2017,3192,2,-37.97245,145.07566,9758
Cheltenham,3,h,1051000,17/06/2017,3192,3,-37.95416,145.06781,9758
Cheltenham,3,h,1170000,17/06/2017,3192,2,-37.95668,145.06458,9758
Cheltenham,3,t,861000,17/06/2017,3192,2,-37.96836,145.06452,9758
Cheltenham,2,u,535000,17/06/2017,3192,2,-37.96597,145.07535,9758
Clayton,6,h,1361000,17/06/2017,3168,4,-37.91945,145.1315,5837
Clayton,3,h,1462000,17/06/2017,3168,1,-37.92027,145.12937,5837
Clayton South,3,h,745000,17/06/2017,3169,2,-37.93898,145.13648,4734
Coburg,2,u,421200,17/06/2017,3058,1,-37.74631,144.96347,11204
Coburg,3,h,1100000,17/06/2017,3058,0,-37.74751,144.96206,11204
Craigieburn,3,h,365000,17/06/2017,3064,1,-37.60608,144.92841,15510
Craigieburn,4,h,600000,17/06/2017,3064,2,-37.59943,144.91439,15510
Croydon,3,h,567000,17/06/2017,3136,1,-37.80106,145.28741,11925
Croydon,3,h,862000,17/06/2017,3136,1,-37.78481,145.26504,11925
Croydon North,4,h,820000,17/06/2017,3136,2,-37.76917,145.29265,2985
