Suburb,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Propertycount
Upwey,2,h,575000,S,27/05/2017,29.3,3158,2,1,1,1200,,Yarra Ranges,2591
Viewbank,3,h,870000,S,27/05/2017,8.9,3084,3,2,2,291,151,Banyule,2698
Warrandyte,4,h,1050000,S,27/05/2017,21.1,3113,4,2,2,1529,,Manningham,2003
Watsonia North,4,h,710000,S,27/05/2017,14.5,3087,4,1,3,541,145,Banyule,1442
Watsonia North,3,h,705000,S,27/05/2017,14.5,3087,3,1,1,538,,Banyule,1442
Werribee,3,h,570000,S,27/05/2017,14.7,3030,3,1,2,660,113,Wyndham,16166
Werribee,3,h,372000,S,27/05/2017,14.7,3030,3,1,1,239,,Wyndham,16166
West Footscray,3,u,597000,SP,27/05/2017,6.4,3012,3,1,1,126,120,Maribyrnong,5058
West Melbourne,2,u,660000,PI,27/05/2017,3.1,3003,2,1,1,0,91,Melbourne,2230
Westmeadows,3,t,500000,S,27/05/2017,16.5,3049,3,1,2,141,,Hume,2474
Westmeadows,5,h,560000,S,27/05/2017,16.5,3049,5,2,2,626,,Hume,2474
Wheelers Hill,4,h,1200000,PI,27/05/2017,16.7,3150,4,3,3,858,,Monash,7392
Wheelers Hill,5,h,1223000,S,27/05/2017,16.7,3150,5,3,2,762,,Monash,7392
Wheelers Hill,4,h,1035000,S,27/05/2017,16.7,3150,4,2,2,702,,Monash,7392
Williamstown,3,h,1367000,SP,27/05/2017,6.8,3016,3,1,2,410,,Hobsons Bay,6380
Williamstown,2,u,880000,S,27/05/2017,6.8,3016,2,1,2,169,78.54,Hobsons Bay,6380
Williamstown North,3,h,862000,SP,27/05/2017,6.8,3016,3,1,1,353,85.35,Hobsons Bay,802
Wollert,4,h,595000,S,27/05/2017,25.5,3750,4,2,2,448,370,Whittlesea,2940
Yarraville,4,h,1190000,S,27/05/2017,6.3,3013,4,1,2,405,,Maribyrnong,6543
Yarraville,2,u,709500,SP,27/05/2017,6.3,3013,2,1,1,80,80,Maribyrnong,6543
Abbotsford,2,u,550000,S,08/07/2017,3,3067,2,1,1,1521,,Yarra,4019
Airport West,3,u,670000,S,08/07/2017,10.4,3042,3,1,2,169,153,Moonee Valley,3464
Albert Park,4,h,3560000,S,08/07/2017,3,3206,4,1,1,327,,Port Phillip,3280
Altona North,5,h,1500000,PI,08/07/2017,9.4,3025,5,3,2,1068,,Hobsons Bay,5132
Altona North,4,h,1030000,PI,08/07/2017,9.4,3025,4,3,2,533,,Hobsons Bay,5132
Ascot Vale,2,h,1130000,S,08/07/2017,4.3,3032,2,1,1,222,,Moonee Valley,6567
Avondale Heights,3,h,820000,S,08/07/2017,9.5,3034,3,1,2,680,,Moonee Valley,4502
Avondale Heights,3,h,680000,VB,08/07/2017,9.5,3034,3,1,1,596,,Moonee Valley,4502
Avondale Heights,3,h,720000,PI,08/07/2017,9.5,3034,3,1,1,582,110,Moonee Valley,4502
Avondale Heights,3,h,1107500,S,08/07/2017,9.5,3034,3,3,1,668,190,Moonee Valley,4502
Bacchus Marsh,3,h,285000,S,08/07/2017,37.5,3340,3,1,2,612,,Moorabool,2871
Balaclava,1,u,328500,S,08/07/2017,6.4,3183,1,1,1,0,,Port Phillip,2952
Balwyn North,4,t,1575000,SA,08/07/2017,9.7,3104,4,2,2,392,,Boroondara,7809
Bayswater,5,h,900000,S,08/07/2017,23.2,3153,5,2,2,942,,Knox,5030
Bayswater,2,u,520000,S,08/07/2017,23.2,3153,2,1,1,158,69,Knox,5030
Bentleigh,2,u,380000,PI,08/07/2017,11.4,3204,2,1,1,1,62,Glen Eira,6795
Berwick,4,h,920000,S,08/07/2017,35.2,3806,4,5,2,638,352,Casey,17093
Berwick,4,h,950000,SA,08/07/2017,35.2,3806,4,4,2,603,391,Casey,17093
Blackburn,2,u,485000,S,08/07/2017,13.4,3130,2,1,1,0,55,Whitehorse,5713
Blackburn South,3,h,1291000,S,08/07/2017,13.4,3130,3,2,2,548,127,Whitehorse,4387
Boronia,3,h,775000,S,08/07/2017,25,3155,3,1,2,720,131,Knox,9704
Boronia,4,h,820000,S,08/07/2017,25,3155,4,2,4,719,200,Knox,9704
Box Hill,5,h,2285000,S,08/07/2017,10.9,3128,5,3,2,803,,Whitehorse,4605
Braybrook,3,h,797000,S,08/07/2017,8.6,3019,3,1,2,694,110,Maribyrnong,3589
Braybrook,5,h,760000,S,08/07/2017,8.6,3019,5,2,2,622,,Maribyrnong,3589
Braybrook,2,h,590000,S,08/07/2017,8.6,3019,2,1,1,304,74,Maribyrnong,3589
Brighton,3,u,1180000,VB,08/07/2017,10.5,3186,3,2,2,0,,Bayside,10579
Brighton East,2,u,585000,PI,08/07/2017,10.3,3187,2,1,1,0,82,Bayside,6938
Brighton East,4,h,1580000,PI,08/07/2017,10.3,3187,4,1,2,890,165,Glen Eira,6938
Broadmeadows,3,h,460000,S,08/07/2017,14,3047,3,1,1,629,,Hume,4294
Broadmeadows,3,h,386000,S,08/07/2017,14,3047,3,1,1,341,71,Hume,4294
Brooklyn,2,u,515000,SP,08/07/2017,6.4,3012,2,1,2,159,140,Hobsons Bay,962
Brunswick,4,h,1515000,S,08/07/2017,5.2,3056,4,2,2,236,194,Moreland,11918
Brunswick,3,h,1037000,S,08/07/2017,5.2,3056,3,1,1,210,101,Moreland,11918
Brunswick,3,h,1100000,PI,08/07/2017,5.2,3056,3,1,1,193,,Moreland,11918
Brunswick East,3,h,1330000,PI,08/07/2017,4,3057,3,2,1,161,190,Moreland,5533
Brunswick East,3,t,937000,SP,08/07/2017,4,3057,3,2,1,110,121.8,Moreland,5533
Brunswick East,1,u,290000,VB,08/07/2017,4,3057,1,1,0,197,41,Moreland,5533
Bundoora,3,h,730000,S,08/07/2017,12.1,3083,3,1,1,612,101,Banyule,10175
Bundoora,3,h,660000,S,08/07/2017,12.1,3083,3,1,2,582,119,Banyule,10175
Burwood,3,h,1530000,S,08/07/2017,10.4,3125,3,1,2,695,,Whitehorse,5678
Burwood East,3,h,1150000,S,08/07/2017,14.7,3151,3,2,2,668,140,Whitehorse,4048
Burwood East,4,h,1600000,S,08/07/2017,14.7,3151,4,2,2,592,260,Whitehorse,4048
Cairnlea,3,h,636000,S,08/07/2017,14.8,3023,3,2,2,585,,Brimbank,2674
Camberwell,2,u,755000,S,08/07/2017,7.7,3124,2,1,1,92,82.6,Boroondara,8920
Camberwell,8,h,2200000,PI,08/07/2017,7.7,3124,8,8,4,650,,Boroondara,8920
Carnegie,3,h,1530000,SP,08/07/2017,10.1,3163,3,1,1,684,,Glen Eira,7822
Carnegie,2,u,750000,S,08/07/2017,10.1,3163,2,1,2,0,85,Glen Eira,7822
Carnegie,1,u,286000,PI,08/07/2017,10.1,3163,1,1,1,314,45,Glen Eira,7822
Carnegie,2,u,580010,SP,08/07/2017,10.1,3163,2,1,1,0,72,Glen Eira,7822
Carnegie,4,t,1250000,S,08/07/2017,10.1,3163,4,3,2,326,223,Glen Eira,7822
Caroline Springs,3,t,430000,S,08/07/2017,14.8,3023,3,2,2,194,,Melton,7719
Caroline Springs,3,t,360000,SA,08/07/2017,14.8,3023,3,1,1,0,136.49,Melton,7719
Caroline Springs,4,h,740000,S,08/07/2017,14.8,3023,4,2,2,750,222,Melton,7719
Carrum Downs,4,h,647000,S,08/07/2017,34.9,3201,4,2,4,688,204,Frankston,8060
Caulfield South,2,u,636500,S,08/07/2017,8.7,3162,2,1,1,0,,Glen Eira,5051
Chadstone,3,t,930000,S,08/07/2017,11.7,3148,3,2,1,0,127,Monash,3582
Clayton,3,h,1018000,S,08/07/2017,16.7,3168,3,1,2,615,,Monash,5837
Coburg,2,h,760000,S,08/07/2017,6.7,3058,2,1,2,378,105,Moreland,11204
Coburg,2,t,876000,S,08/07/2017,6.7,3058,2,2,1,134,100,Moreland,11204
Coburg North,1,h,867000,S,08/07/2017,6.7,3058,1,1,4,741,,Moreland,3445
Collingwood,1,u,365000,SP,08/07/2017,2,3066,1,1,0,0,46,Yarra,4553
Collingwood,3,h,1297000,S,08/07/2017,2,3066,3,2,0,186,137,Yarra,4553
Coolaroo,4,h,515000,S,08/07/2017,17.4,3048,4,1,0,616,,Hume,1124
Cranbourne North,4,h,670000,S,08/07/2017,34.7,3977,4,2,2,612,,Casey,6464
Croydon,5,h,865000,PI,08/07/2017,23,3136,4,2,2,974,200,Maroondah,11925
Croydon,4,h,760000,SP,08/07/2017,23,3136,4,2,2,815,140,Maroondah,11925
Croydon,3,h,725000,S,08/07/2017,23,3136,3,1,2,802,105,Maroondah,11925
Croydon,2,t,480000,S,08/07/2017,23,3136,2,1,1,2040,,Maroondah,11925
Croydon,4,h,1120000,S,08/07/2017,23,3136,4,2,2,864,228,Maroondah,11925
Dandenong North,3,h,465000,S,08/07/2017,24.7,3175,3,1,1,375,,Greater Dandenong,8322
Dandenong North,4,h,614000,S,08/07/2017,24.7,3175,4,2,2,680,,Greater Dandenong,8322
Dandenong North,4,h,930000,S,08/07/2017,24.7,3175,4,2,1,830,200,Greater Dandenong,8322
Deer Park,3,h,557000,S,08/07/2017,14.8,3023,3,1,2,539,148,Brimbank,6388
Deer Park,3,h,650000,PI,08/07/2017,14.8,3023,3,1,2,697,135,Brimbank,6388
Derrimut,4,h,750000,VB,08/07/2017,14.7,3030,4,2,2,655,,Brimbank,2276
Dingley Village,3,h,806000,S,08/07/2017,22.2,3172,3,2,1,539,134,Kingston,3940
Dingley Village,3,h,892000,S,08/07/2017,22.2,3172,3,1,3,564,,Kingston,3940
Doncaster,3,h,1345000,S,08/07/2017,12.4,3108,3,3,3,823,,Manningham,9028
Doncaster,4,h,1430000,S,08/07/2017,12.4,3108,4,2,2,736,,Manningham,9028
Doncaster,4,h,1663000,S,08/07/2017,12.4,3108,4,3,2,674,250,Manningham,9028
Doncaster East,4,h,1310000,S,08/07/2017,14.3,3109,4,3,2,706,200,Manningham,10999
Doncaster East,3,h,1530000,PI,08/07/2017,14.3,3109,3,2,2,798,160,Manningham,10999
Doncaster East,4,h,1390000,S,08/07/2017,14.3,3109,4,3,2,664,,Manningham,10999
Doncaster East,3,h,1423000,S,08/07/2017,14.3,3109,3,2,2,643,,Manningham,10999
Donvale,2,t,630000,PI,08/07/2017,16.1,3111,2,1,1,196,100,Manningham,4790
Eaglemont,3,h,1300000,VB,08/07/2017,8.9,3084,3,1,2,615,138,Banyule,1651
Edithvale,5,h,1260000,SP,08/07/2017,27,3196,5,6,3,900,178,Kingston,2546
Eltham,3,h,655000,S,08/07/2017,18,3095,3,1,2,197,108,Nillumbik,6990
Eltham North,4,h,792000,S,08/07/2017,18,3095,4,2,2,836,,Banyule,2346
Elwood,1,u,435000,S,08/07/2017,7.2,3184,1,1,1,1192,44,Port Phillip,8989
Elwood,1,u,350000,VB,08/07/2017,7.2,3184,1,1,0,0,,Port Phillip,8989
Epping,3,h,490000,SP,08/07/2017,19.6,3076,3,2,2,375,155,Whittlesea,10926
Epping,3,h,490000,SP,08/07/2017,19.6,3076,3,1,1,597,,Whittlesea,10926
Epping,3,u,392250,S,08/07/2017,19.6,3076,3,1,1,227,101,Whittlesea,10926
Epping,2,h,417500,S,08/07/2017,19.6,3076,2,1,1,157,102,Whittlesea,10926
Essendon,3,h,1000000,VB,08/07/2017,7.5,3040,3,2,2,213,169,Moonee Valley,9264
Essendon,1,u,310000,SP,08/07/2017,7.5,3040,1,1,1,0,,Moonee Valley,9264
Essendon,3,h,1398000,SP,08/07/2017,7.5,3040,3,2,1,445,182,Moonee Valley,9264
Ferntree Gully,3,t,664000,S,08/07/2017,24.8,3156,3,2,1,219,138,Knox,10788
Ferntree Gully,3,t,1900000,PI,08/07/2017,24.8,3156,3,2,2,1869,502,Knox,10788
Fitzroy,2,u,790000,S,08/07/2017,2.1,3065,2,1,2,6367,75,Yarra,5825
Fitzroy,2,u,830000,S,08/07/2017,2.1,3065,2,2,1,4421,84,Yarra,5825
Fitzroy,1,u,456000,SP,08/07/2017,2.1,3065,1,1,1,0,51,Yarra,5825
Flemington,2,h,1000000,SP,08/07/2017,3.4,3031,2,1,0,132,,Moonee Valley,3593
Footscray,3,t,800000,S,08/07/2017,5.1,3011,3,2,2,0,,Maribyrnong,7570
Frankston,3,h,565000,S,08/07/2017,38,3199,3,1,2,713,155,Frankston,17055
Frankston South,3,h,810000,S,08/07/2017,38,3199,3,1,2,835,118,Frankston,7566
Gladstone Park,4,h,749000,SP,08/07/2017,12.9,3043,4,2,2,561,160,Hume,3285
Glen Iris,1,u,260000,PI,08/07/2017,7.3,3146,1,1,1,0,38,Stonnington,10412
Glen Iris,1,u,330000,SP,08/07/2017,7.3,3146,1,1,1,0,44,Stonnington,10412
Glen Iris,2,u,501000,S,08/07/2017,7.3,3146,2,1,1,2015,77,Stonnington,10412
Glen Waverley,3,h,1908000,S,08/07/2017,16.7,3150,3,1,2,778,,Monash,15321
Glen Waverley,3,h,1070000,S,08/07/2017,16.7,3150,3,2,1,839,116,Monash,15321
Glenroy,4,h,700000,S,08/07/2017,11.2,3046,4,2,1,655,82,Moreland,8870
Glenroy,3,h,805000,S,08/07/2017,11.2,3046,3,1,2,676,,Moreland,8870
Glenroy,3,h,721000,S,08/07/2017,11.2,3046,3,1,1,600,,Moreland,8870
Glenroy,2,t,400000,VB,08/07/2017,11.2,3046,2,1,1,102,70,Moreland,8870
Glenroy,2,h,675000,S,08/07/2017,11.2,3046,2,2,1,248,99,Moreland,8870
Glenroy,4,t,656000,S,08/07/2017,11.2,3046,4,2,2,228,,Moreland,8870
Greensborough,3,h,866000,S,08/07/2017,16.1,3088,3,2,2,743,147,Banyule,8524
Greensborough,4,h,1028000,S,08/07/2017,16.1,3088,4,3,4,925,,Banyule,8524
Greenvale,4,h,783000,S,08/07/2017,20.4,3059,4,2,2,750,,Hume,4864
Greenvale,5,h,800000,SP,08/07/2017,20.4,3059,5,3,2,544,332,Hume,4864
Hadfield,3,h,735000,S,08/07/2017,11.2,3046,3,1,1,626,122,Moreland,2606
Hadfield,2,t,595000,S,08/07/2017,11.2,3046,2,2,1,201,111,Moreland,2606
Hadfield,2,t,539000,S,08/07/2017,11.2,3046,2,2,2,160,,Moreland,2606
Hallam,3,h,1300000,SP,08/07/2017,32.3,3803,3,2,2,1801,,Casey,3728
Hampton,1,u,580000,SP,08/07/2017,13.8,3188,1,2,1,486,,Bayside,5454
Hampton East,2,t,771000,S,08/07/2017,13.8,3188,2,1,1,0,99,Bayside,2356
Hampton Park,4,h,622000,SP,08/07/2017,33.3,3976,4,2,2,654,,Casey,8256
Hampton Park,3,h,400000,PI,08/07/2017,33.3,3976,3,1,1,301,98,Casey,8256
Hawthorn,1,u,455000,S,08/07/2017,5.3,3122,1,1,1,0,49,Boroondara,11308
Hawthorn East,2,u,615888,SP,08/07/2017,6.2,3123,2,1,1,915,73,Boroondara,6482
Heidelberg,4,h,1430000,VB,08/07/2017,8.9,3084,4,2,3,680,,Banyule,2890
Heidelberg,2,u,534000,S,08/07/2017,8.9,3084,2,1,1,2033,,Banyule,2890
Heidelberg West,3,h,575500,S,08/07/2017,8.8,3081,3,1,1,436,,Banyule,2674
Heidelberg West,3,h,600000,VB,08/07/2017,8.8,3081,3,1,2,481,,Banyule,2674
Heidelberg West,2,u,445000,VB,08/07/2017,8.8,3081,2,1,1,94,,Banyule,2674
Highett,3,h,1430000,SP,08/07/2017,16,3190,3,1,0,703,,Bayside,4794
Highett,4,h,1820000,S,08/07/2017,16,3190,4,2,2,680,680,Bayside,4794
Hillside,4,h,660000,S,08/07/2017,18,3037,4,2,2,724,,Melton,5556
Hughesdale,5,h,1475000,S,08/07/2017,12.3,3166,5,2,3,548,157,Monash,3145
Ivanhoe,5,h,2100000,PI,08/07/2017,7.8,3079,5,3,2,740,222,Banyule,5549
Ivanhoe,3,h,1510000,S,08/07/2017,7.8,3079,3,1,2,670,,Banyule,5549
Ivanhoe,3,u,880000,VB,08/07/2017,7.8,3079,3,2,1,252,,Banyule,5549
Ivanhoe,2,h,1320000,S,08/07/2017,7.8,3079,2,1,0,620,114,Banyule,5549
Jacana,2,h,575500,S,08/07/2017,14,3047,2,1,1,662,98,Hume,851
Keilor,3,h,775000,S,08/07/2017,14.5,3036,3,2,2,547,,Brimbank,2339
Keilor,4,h,635000,S,08/07/2017,14.5,3036,4,2,2,531,138,Brimbank,2339
Keilor Downs,3,h,675000,S,08/07/2017,15.5,3038,3,2,4,708,,Brimbank,3656
Keilor Downs,3,h,620000,S,08/07/2017,15.5,3038,3,1,4,650,100,Brimbank,3656
Keilor East,5,h,1005000,SA,08/07/2017,11.7,3033,5,3,2,596,176,Moonee Valley,5629
Keilor East,4,t,710000,S,08/07/2017,11.7,3033,4,2,1,330,,Moonee Valley,5629
Keilor Park,3,h,700000,S,08/07/2017,10.4,3042,3,1,1,590,130,Brimbank,1119
Keilor Park,3,h,635000,PI,08/07/2017,10.4,3042,3,2,2,174,,Brimbank,1119
Kensington,2,u,438000,S,08/07/2017,3.4,3031,2,1,1,4267,,Melbourne,5263
Kensington,2,u,710000,VB,08/07/2017,3.4,3031,2,2,1,2135,132,Melbourne,5263
Kensington,1,u,390000,SP,08/07/2017,3.4,3031,1,1,1,0,60,Melbourne,5263
Kew,3,t,1205000,S,08/07/2017,5.4,3101,3,2,2,257,,Boroondara,10331
Kew,3,h,1410000,PI,08/07/2017,5.4,3101,3,1,1,404,113,Boroondara,10331
Kew,1,u,520000,S,08/07/2017,5.4,3101,1,1,1,0,,Boroondara,10331
Kilsyth,3,h,811000,SA,08/07/2017,26,3137,3,1,3,992,,Maroondah,4654
Lalor,3,h,710500,S,08/07/2017,16.3,3075,3,2,1,655,120,Whittlesea,8279
Lalor,3,h,752000,S,08/07/2017,16.3,3075,3,1,2,604,102,Whittlesea,8279
Lalor,3,h,622000,S,08/07/2017,16.3,3075,3,1,2,575,113,Whittlesea,8279
Maidstone,3,t,650000,PI,08/07/2017,6.4,3012,3,2,2,159,128,Maribyrnong,3873
Maidstone,2,u,435000,S,08/07/2017,6.4,3012,2,2,1,0,96,Maribyrnong,3873
Maidstone,3,h,876000,S,08/07/2017,6.4,3012,3,1,2,420,,Maribyrnong,3873
Malvern,1,u,338000,SP,08/07/2017,5.9,3144,1,1,1,0,,Stonnington,4675
Maribyrnong,4,h,1340000,S,08/07/2017,4.3,3032,4,1,3,697,155,Maribyrnong,4918
Meadow Heights,3,h,450000,SP,08/07/2017,17.4,3048,3,1,1,702,96,Hume,4704
Meadow Heights,3,h,440000,S,08/07/2017,17.4,3048,3,1,2,570,112,Hume,4704
Melbourne,2,u,1075000,SP,08/07/2017,0,3000,2,2,1,0,,Melbourne,17496
Melton,4,h,550000,PI,08/07/2017,31.7,3337,4,2,2,1241,194,Melton,3600
Melton,3,h,373500,S,08/07/2017,31.7,3337,3,2,2,586,118,Melton,3600
Melton South,2,h,280500,S,08/07/2017,29.8,3338,2,1,1,180,,Melton,4718
Mentone,2,u,640000,S,08/07/2017,20,3194,2,1,1,128,72,Kingston,6162
Mentone,4,h,1322000,S,08/07/2017,20,3194,4,2,2,556,,Kingston,6162
Mentone,3,t,940000,S,08/07/2017,20,3194,3,1,2,331,157.9352,Kingston,6162
Mill Park,3,h,767500,S,08/07/2017,17.9,3082,3,2,2,649,,Whittlesea,10529
Mill Park,3,h,705000,S,08/07/2017,17.9,3082,3,2,2,531,,Whittlesea,10529
Mill Park,3,h,705000,S,08/07/2017,17.9,3082,3,2,2,840,161,Whittlesea,10529
Mill Park,4,h,790000,S,08/07/2017,17.9,3082,4,2,2,530,186,Whittlesea,10529
Mill Park,4,h,676000,S,08/07/2017,17.9,3082,4,2,2,537,,Whittlesea,10529
Mill Park,5,h,704500,S,08/07/2017,17.9,3082,5,3,2,656,130,Whittlesea,10529
Mill Park,4,h,550000,S,08/07/2017,17.9,3082,4,2,1,531,175,Whittlesea,10529
Mill Park,5,h,598000,S,08/07/2017,17.9,3082,5,3,1,531,122,Whittlesea,10529
Mill Park,3,h,592000,S,08/07/2017,17.9,3082,3,1,1,622,128,Whittlesea,10529
Mill Park,3,h,602000,S,08/07/2017,17.9,3082,3,1,1,546,136,Whittlesea,10529
Mitcham,3,h,1095000,S,08/07/2017,17.2,3132,3,1,1,493,,Whitehorse,6871
Mitcham,2,h,480000,S,08/07/2017,17.2,3132,2,1,1,72,,Whitehorse,6871
Montrose,4,h,735000,S,08/07/2017,28.8,3765,4,2,2,846,160,Yarra Ranges,2493
Moonee Ponds,1,h,1425500,S,08/07/2017,6.2,3039,1,1,1,552,190,Moonee Valley,6232
Moonee Ponds,3,h,1320000,S,08/07/2017,6.2,3039,3,1,2,459,,Moonee Valley,6232
Moonee Ponds,4,h,1270000,S,08/07/2017,6.2,3039,4,1,3,478,152,Moonee Valley,6232
Mooroolbark,3,h,650000,PI,08/07/2017,26.5,3138,3,2,2,1103,126.8,Yarra Ranges,8280
Mordialloc,4,h,1400000,PI,08/07/2017,21.5,3195,4,2,2,530,313,Kingston,3650
Mordialloc,3,t,1627000,S,08/07/2017,21.5,3195,3,2,2,304,233,Kingston,3650
Mount Waverley,3,h,1150000,SP,08/07/2017,14.2,3149,3,2,3,650,,Monash,13366
Mount Waverley,3,t,1375000,S,08/07/2017,14.2,3149,3,2,2,366,,Monash,13366
Mount Waverley,3,h,850000,VB,08/07/2017,14.2,3149,3,1,2,288,,Monash,13366
Mount Waverley,3,h,1850000,PI,08/07/2017,14.2,3149,3,1,1,717,153,Monash,13366
Mulgrave,5,h,1016000,SP,08/07/2017,18.8,3170,5,2,2,873,,Monash,7113
Mulgrave,4,h,992000,S,08/07/2017,18.8,3170,4,2,1,790,,Monash,7113
Murrumbeena,4,h,1820000,S,08/07/2017,10.1,3163,4,2,1,632,265,Glen Eira,4442
Murrumbeena,3,h,1620000,S,08/07/2017,10.1,3163,3,2,1,669,,Glen Eira,4442
Newport,3,h,1000000,S,08/07/2017,6.2,3015,3,1,2,366,,Hobsons Bay,5498
Noble Park,3,h,650000,SP,08/07/2017,22.7,3174,3,1,1,637,,Greater Dandenong,11806
North Melbourne,2,u,785000,S,08/07/2017,1.8,3051,2,2,1,0,95,Melbourne,6821
North Melbourne,2,u,620000,VB,08/07/2017,1.8,3051,2,1,1,0,,Melbourne,6821
Nunawading,3,h,1040000,VB,08/07/2017,15.4,3131,3,1,1,728,,Whitehorse,4973
Nunawading,2,u,676000,S,08/07/2017,15.4,3131,2,1,1,149,84,Whitehorse,4973
Nunawading,3,h,1002000,S,08/07/2017,15.4,3131,3,1,2,598,143,Whitehorse,4973
Nunawading,4,t,1175000,S,08/07/2017,15.4,3131,4,3,2,289,170,Whitehorse,4973
Oakleigh,3,h,1365000,S,08/07/2017,12.3,3166,3,2,2,655,,Monash,3224
Oakleigh East,3,h,875000,S,08/07/2017,12.3,3166,3,2,2,295,144,Monash,2547
Oakleigh South,3,h,880000,S,08/07/2017,15.5,3167,3,2,2,504,,Kingston,3692
Oakleigh South,3,h,1150000,S,08/07/2017,15.5,3167,3,1,2,509,,Monash,3692
Oakleigh South,4,u,774000,S,08/07/2017,15.5,3167,4,2,2,0,147,Monash,3692
Oakleigh South,3,h,1122000,S,08/07/2017,15.5,3167,3,1,2,732,,Monash,3692
Ormond,1,u,327000,S,08/07/2017,11.4,3204,1,1,1,0,32,Glen Eira,3578
Ormond,4,h,1900000,S,08/07/2017,11.4,3204,4,2,2,700,210,Glen Eira,3578
Parkdale,4,h,2185000,S,08/07/2017,21.5,3195,4,2,3,220,213,Kingston,5087
Parkville,2,t,800000,PI,08/07/2017,1.8,3052,2,1,1,145,,Melbourne,2309
Pascoe Vale,3,h,1210000,S,08/07/2017,8.5,3044,3,2,1,330,226,Moreland,7485
Port Melbourne,2,u,635000,VB,08/07/2017,3.5,3207,2,2,1,2166,,Port Phillip,8648
Prahran,2,u,1003000,S,08/07/2017,4.6,3181,2,2,1,0,,Stonnington,7717
Preston,2,h,820000,SP,08/07/2017,8.4,3072,2,1,1,155,,Darebin,14577
Preston,3,h,1150000,SP,08/07/2017,8.4,3072,3,0,0,502,,Darebin,14577
Reservoir,3,h,925000,S,08/07/2017,12,3073,3,1,2,676,,Darebin,21650
Reservoir,3,h,526250,SP,08/07/2017,12,3073,3,1,1,308,,,21650
Reservoir,1,h,351000,SP,08/07/2017,12,3073,1,1,1,168,63,Darebin,21650
Reservoir,3,h,760000,S,08/07/2017,12,3073,3,1,1,606,,Darebin,21650
Reservoir,3,h,690000,S,08/07/2017,12,3073,3,1,2,514,,Darebin,21650
Richmond,2,u,715000,S,08/07/2017,2.4,3121,2,1,2,2427,,Yarra,14949
Richmond,2,u,630000,SP,08/07/2017,2.4,3121,2,1,1,0,,Yarra,14949
Richmond,2,h,1200000,VB,08/07/2017,2.4,3121,2,2,1,189,,Yarra,14949
Ringwood,4,h,1725000,S,08/07/2017,19.9,3134,4,2,2,1016,310,Maroondah,7785
Ringwood,2,h,633000,S,08/07/2017,19.9,3134,2,1,2,123,95,Maroondah,7785
Ringwood East,4,h,1090000,S,08/07/2017,21.3,3135,4,1,2,894,115,Maroondah,4407
Rowville,4,h,936000,S,08/07/2017,23.5,3178,4,2,2,675,190,Knox,11667
Rowville,3,h,860000,S,08/07/2017,23.5,3178,3,2,2,537,220,Knox,11667
Sandringham,4,h,850000,PI,08/07/2017,15.2,3191,4,3,2,709,327,Bayside,4497
Scoresby,3,h,1000000,S,08/07/2017,22.2,3179,3,2,2,1088,,Knox,2206
Seabrook,3,h,640000,S,08/07/2017,15.5,3028,3,2,2,531,,Hobsons Bay,1793
Seaford,4,h,800000,VB,08/07/2017,35.4,3198,4,2,0,1151,207,Frankston,8077
South Melbourne,3,h,1720000,S,08/07/2017,1.9,3205,3,2,2,81,137,Port Phillip,5943
South Morang,3,h,690000,S,08/07/2017,20.5,3752,3,2,2,545,196,Whittlesea,7969
South Morang,4,h,875000,S,08/07/2017,20.5,3752,4,2,2,613,332,Whittlesea,7969
South Morang,3,t,420000,S,08/07/2017,20.5,3752,3,2,2,155,101,Whittlesea,7969
South Morang,4,h,677500,S,08/07/2017,20.5,3752,4,2,2,609,195,Whittlesea,7969
South Yarra,2,u,600000,PI,08/07/2017,2.7,3141,2,1,1,876,62,Stonnington,14887
South Yarra,2,u,762500,S,08/07/2017,2.7,3141,2,1,1,17200,79,Stonnington,14887
South Yarra,4,h,1855500,S,08/07/2017,2.7,3141,4,2,1,176,216,Melbourne,14887
Spotswood,2,h,802000,S,08/07/2017,6.2,3015,2,1,1,174,100.6,Hobsons Bay,1223
Springvale,3,h,1016000,S,08/07/2017,20.8,3171,3,1,2,572,,Greater Dandenong,7412
St Albans,3,h,600000,VB,08/07/2017,14,3021,3,2,6,532,,Brimbank,14042
St Albans,4,h,631000,S,08/07/2017,14,3021,4,1,3,559,158,Brimbank,14042
St Albans,3,h,711100,S,08/07/2017,14,3021,3,1,2,743,,Brimbank,14042
St Albans,3,h,582000,S,08/07/2017,14,3021,3,1,0,674,94,Brimbank,14042
St Albans,3,h,730000,S,08/07/2017,14,3021,3,1,6,609,,Brimbank,14042
St Kilda,1,u,468000,SP,08/07/2017,5,3182,1,1,1,0,55,Port Phillip,13240
St Kilda,1,u,470000,VB,08/07/2017,5,3182,1,1,1,548,44.4,Port Phillip,13240
Strathmore,4,h,1140000,VB,08/07/2017,8.2,3041,4,2,2,0,,Moonee Valley,3284
Strathmore,3,u,750000,VB,08/07/2017,8.2,3041,3,2,2,288,94,Moonee Valley,3284
Sunbury,3,h,487000,S,08/07/2017,31.7,3429,3,1,1,582,,Hume,14092
Sunbury,4,h,410000,PI,08/07/2017,31.7,3429,4,2,2,587,164,Hume,14092
Sunbury,4,h,512500,S,08/07/2017,31.7,3429,4,2,2,581,139,Hume,14092
