Suburb ,Type,Date
Bayswater North,u,19/05/2018
Beaumaris,h,19/05/2018
Bentleigh,h,19/05/2018
Bentleigh East,u,19/05/2018
Bentleigh East,h,19/05/2018
Bentleigh East,h,19/05/2018
Bentleigh East,h,19/05/2018
Bentleigh East,t,19/05/2018
Bentleigh East,h,19/05/2018
Blackburn North,h,19/05/2018
Blackburn South,h,19/05/2018
Blackburn South,h,19/05/2018
Braybrook,h,19/05/2018
Briar Hill,h,19/05/2018
Brighton,h,19/05/2018
Brighton,h,19/05/2018
Brighton,t,19/05/2018
Brighton East,h,19/05/2018
Brighton East,h,19/05/2018
Brighton East,t,19/05/2018
Brighton East,h,19/05/2018
Broadmeadows,u,19/05/2018
Brookfield,h,19/05/2018
Brooklyn,h,19/05/2018
Brunswick,h,19/05/2018
Brunswick,h,19/05/2018
Brunswick,h,19/05/2018
Brunswick,h,19/05/2018
Brunswick East,t,19/05/2018
Brunswick East,h,19/05/2018
Brunswick West,u,19/05/2018
Brunswick West,h,19/05/2018
Bundoora,h,19/05/2018
Bundoora,h,19/05/2018
Bundoora,h,19/05/2018
Bundoora,h,19/05/2018
Bundoora,h,19/05/2018
Bundoora,h,19/05/2018
Burwood,t,19/05/2018
Cairnlea,h,19/05/2018
Camberwell,u,19/05/2018
Canterbury,h,19/05/2018
Canterbury,h,19/05/2018
Canterbury,t,19/05/2018
Carlton,u,19/05/2018
Carlton North,h,19/05/2018
Carnegie,h,19/05/2018
Caulfield South,t,19/05/2018
Chadstone,t,19/05/2018
Chelsea,u,19/05/2018
Cheltenham,u,19/05/2018
Cheltenham,h,19/05/2018
Clayton South,h,19/05/2018
Clifton Hill,h,19/05/2018
Coburg,h,19/05/2018
Coburg,h,19/05/2018
Coburg,h,19/05/2018
Coburg,h,19/05/2018
Coburg North,h,19/05/2018
Coburg North,h,19/05/2018
Craigieburn,h,19/05/2018
Craigieburn,h,19/05/2018
Craigieburn,h,19/05/2018
Craigieburn,t,19/05/2018
Cremorne,u,19/05/2018
Croydon,u,19/05/2018
Croydon,h,19/05/2018
Dandenong North,h,19/05/2018
Dingley Village,h,19/05/2018
Doncaster,h,19/05/2018
Doreen,h,19/05/2018
Doreen,h,19/05/2018
Doreen,h,19/05/2018
Elsternwick,h,19/05/2018
Eltham,h,19/05/2018
Elwood,u,19/05/2018
Epping,h,19/05/2018
Epping,h,19/05/2018
Epping,h,19/05/2018
Essendon,h,19/05/2018
Essendon,h,19/05/2018
Essendon,h,19/05/2018
Essendon,u,19/05/2018
Essendon North,u,19/05/2018
Fairfield,u,19/05/2018
Fawkner,h,19/05/2018
Fawkner,h,19/05/2018
Fawkner,h,19/05/2018
Fitzroy,u,19/05/2018
Fitzroy,h,19/05/2018
Fitzroy North,u,19/05/2018
Fitzroy North,h,19/05/2018
Fitzroy North,h,19/05/2018
Flemington,u,19/05/2018
Frankston,u,19/05/2018
Frankston North,h,19/05/2018
Gladstone Park,h,19/05/2018
Glen Iris,u,19/05/2018
Glen Iris,h,19/05/2018
Glen Iris,u,19/05/2018
Glen Iris,h,19/05/2018
Glen Iris,u,19/05/2018
Glen Waverley,t,19/05/2018
Glen Waverley,h,19/05/2018
Glenroy,t,19/05/2018
Glenroy,h,19/05/2018
Glenroy,t,19/05/2018
Glenroy,t,19/05/2018
Gowanbrae,h,19/05/2018
Greensborough,t,19/05/2018
Hampton,h,19/05/2018
Hampton East,h,19/05/2018
Hawthorn,h,19/05/2018
Hawthorn,u,19/05/2018
Hawthorn East,u,19/05/2018
Hawthorn East,u,19/05/2018
Hawthorn East,h,19/05/2018
Heathmont,h,19/05/2018
Heidelberg,h,19/05/2018
Heidelberg Heights,h,19/05/2018
Highett,h,19/05/2018
Hillside,h,19/05/2018
Hillside,h,19/05/2018
Hoppers Crossing,h,19/05/2018
Hoppers Crossing,h,19/05/2018
Hoppers Crossing,h,19/05/2018
Hughesdale,u,19/05/2018
Ivanhoe,u,19/05/2018
Ivanhoe,u,19/05/2018
Keilor Downs,h,19/05/2018
Keilor East,t,19/05/2018
Keilor East,h,19/05/2018
Kensington,t,19/05/2018
Kensington,t,19/05/2018
Kew,h,19/05/2018
Kew,h,19/05/2018
Kew,h,19/05/2018
Kew East,h,19/05/2018
Keysborough,h,19/05/2018
Keysborough,h,19/05/2018
Keysborough,h,19/05/2018
Kings Park,u,19/05/2018
Knoxfield,h,19/05/2018
Lalor,h,19/05/2018
Lalor,h,19/05/2018
Lalor,h,19/05/2018
Malvern,h,19/05/2018
Malvern,h,19/05/2018
Malvern East,h,19/05/2018
Malvern East,h,19/05/2018
Manor Lakes,h,19/05/2018
Maribyrnong,h,19/05/2018
Meadow Heights,h,19/05/2018
Melton,h,19/05/2018
Mentone,h,19/05/2018
Mentone,t,19/05/2018
Mentone,u,19/05/2018
Mentone,h,19/05/2018
Mernda,h,19/05/2018
Mickleham,h,19/05/2018
Mickleham,h,19/05/2018
Middle Park,h,19/05/2018
Mill Park,h,19/05/2018
Mill Park,h,19/05/2018
Mont Albert,u,19/05/2018
Montmorency,h,19/05/2018
Mooroolbark,h,19/05/2018
Mooroolbark,h,19/05/2018
Mount Waverley,t,19/05/2018
Mount Waverley,h,19/05/2018
Mount Waverley,h,19/05/2018
Mount Waverley,h,19/05/2018
Mount Waverley,h,19/05/2018
Mount Waverley,t,19/05/2018
Mount Waverley,h,19/05/2018
Mulgrave,h,19/05/2018
Mulgrave,h,19/05/2018
Mulgrave,h,19/05/2018
Mulgrave,h,19/05/2018
Mulgrave,h,19/05/2018
Murrumbeena,h,19/05/2018
Murrumbeena,u,19/05/2018
Narre Warren,h,19/05/2018
Newport,t,19/05/2018
Newport,h,19/05/2018
Niddrie,h,19/05/2018
North Melbourne,h,19/05/2018
Northcote,u,19/05/2018
Northcote,u,19/05/2018
Northcote,h,19/05/2018
Northcote,t,19/05/2018
Nunawading,t,19/05/2018
Oak Park,h,19/05/2018
Oakleigh South,u,19/05/2018
Ormond,u,19/05/2018
Parkdale,t,19/05/2018
Parkville,u,19/05/2018
Pascoe Vale,h,19/05/2018
Pascoe Vale,u,19/05/2018
Point Cook,h,19/05/2018
Port Melbourne,h,19/05/2018
Port Melbourne,h,19/05/2018
Preston,h,19/05/2018
Preston,h,19/05/2018
Reservoir,u,19/05/2018
Reservoir,h,19/05/2018
Reservoir,u,19/05/2018
Reservoir,h,19/05/2018
Reservoir,u,19/05/2018
Reservoir,h,19/05/2018
Reservoir,h,19/05/2018
Reservoir,h,19/05/2018
Richmond,u,19/05/2018
Richmond,h,19/05/2018
Richmond,h,19/05/2018
Richmond,h,19/05/2018
Ringwood,u,19/05/2018
Ringwood,h,19/05/2018
Ringwood,h,19/05/2018
Ringwood,h,19/05/2018
Ringwood,u,19/05/2018
Roxburgh Park,h,19/05/2018
Sandringham,u,19/05/2018
Seaford,t,19/05/2018
South Morang,h,19/05/2018
South Yarra,u,19/05/2018
St Albans,h,19/05/2018
St Kilda,h,19/05/2018
St Kilda,h,19/05/2018
St Kilda,u,19/05/2018
Strathmore Heights,t,19/05/2018
Sunshine,h,19/05/2018
Surrey Hills,h,19/05/2018
Surrey Hills,h,19/05/2018
Surrey Hills,t,19/05/2018
Surrey Hills,u,19/05/2018
Sydenham,h,19/05/2018
Tarneit,h,19/05/2018
Tarneit,h,19/05/2018
Taylors Hill,h,19/05/2018
Taylors Lakes,h,19/05/2018
Thomastown,h,19/05/2018
Thornbury,t,19/05/2018
Thornbury,h,19/05/2018
Thornbury,h,19/05/2018
Toorak,h,19/05/2018
Toorak,u,19/05/2018
Toorak,h,19/05/2018
Travancore,u,19/05/2018
Tullamarine,u,19/05/2018
Tullamarine,h,19/05/2018
Tullamarine,h,19/05/2018
Wallan,h,19/05/2018
Wantirna South,h,19/05/2018
Wantirna South,h,19/05/2018
Wantirna South,h,19/05/2018
Watsonia,h,19/05/2018
Watsonia,h,19/05/2018
Werribee,h,19/05/2018
Werribee,h,19/05/2018
Werribee,h,19/05/2018
Werribee,h,19/05/2018
West Footscray,h,19/05/2018
West Melbourne,u,19/05/2018
Westmeadows,h,19/05/2018
Westmeadows,h,19/05/2018
Wheelers Hill,h,19/05/2018
Wheelers Hill,h,19/05/2018
Whittlesea,h,19/05/2018
Williamstown,h,19/05/2018
Williamstown,h,19/05/2018
Windsor,u,19/05/2018
Wollert,h,19/05/2018
Wollert,h,19/05/2018
Wollert,h,19/05/2018
Wyndham Vale,h,19/05/2018
Wyndham Vale,h,19/05/2018
Yallambie,h,19/05/2018
Yarraville,h,19/05/2018
Abbotsford,u,19/08/2017
Airport West,t,19/08/2017
Airport West,u,19/08/2017
Albanvale,h,19/08/2017
Albanvale,h,19/08/2017
Albert Park,h,19/08/2017
Alphington,h,19/08/2017
Altona,h,19/08/2017
Altona North,h,19/08/2017
Armadale,u,19/08/2017
Armadale,h,19/08/2017
Armadale,h,19/08/2017
Ascot Vale,t,19/08/2017
Ashburton,h,19/08/2017
Ashburton,h,19/08/2017
Ashwood,h,19/08/2017
Aspendale,h,19/08/2017
Avondale Heights,h,19/08/2017
Balwyn,h,19/08/2017
Balwyn,h,19/08/2017
Balwyn,h,19/08/2017
Balwyn,h,19/08/2017
Balwyn North,h,19/08/2017
Balwyn North,h,19/08/2017
Balwyn North,h,19/08/2017
Beaumaris,h,19/08/2017
Bentleigh,h,19/08/2017
Bentleigh,h,19/08/2017
Bentleigh,t,19/08/2017
Bentleigh East,h,19/08/2017
Bentleigh East,t,19/08/2017
Bentleigh East,h,19/08/2017
Bentleigh East,u,19/08/2017
Bentleigh East,h,19/08/2017
Berwick,h,19/08/2017
Black Rock,u,19/08/2017
Blackburn,t,19/08/2017
Blackburn North,h,19/08/2017
Blackburn South,h,19/08/2017
Briar Hill,h,19/08/2017
Briar Hill,t,19/08/2017
Brighton,t,19/08/2017
Brighton,h,19/08/2017
Brighton,h,19/08/2017
Brighton,h,19/08/2017
Brighton East,h,19/08/2017
Brighton East,h,19/08/2017
Broadmeadows,h,19/08/2017
Broadmeadows,t,19/08/2017
Broadmeadows,h,19/08/2017
Broadmeadows,h,19/08/2017
Broadmeadows,h,19/08/2017
Broadmeadows,h,19/08/2017
Brunswick,h,19/08/2017
Brunswick,u,19/08/2017
Brunswick,t,19/08/2017
Brunswick,h,19/08/2017
Brunswick East,u,19/08/2017
Brunswick East,h,19/08/2017
Brunswick West,h,19/08/2017
Bulleen,h,19/08/2017
Bulleen,h,19/08/2017
Bundoora,h,19/08/2017
Bundoora,h,19/08/2017
Burwood,h,19/08/2017
Camberwell,u,19/08/2017
Carlton,h,19/08/2017
Carlton North,h,19/08/2017
Carnegie,u,19/08/2017
Carnegie,u,19/08/2017
Caroline Springs,h,19/08/2017
Carrum,u,19/08/2017
Caulfield North,h,19/08/2017
Caulfield South,h,19/08/2017
Chadstone,h,19/08/2017
Cheltenham,h,19/08/2017
Clarinda,h,19/08/2017
Clarinda,h,19/08/2017
Clayton,h,19/08/2017
Clifton Hill,h,19/08/2017
Clifton Hill,h,19/08/2017
Clifton Hill,t,19/08/2017
Clifton Hill,h,19/08/2017
Clifton Hill,h,19/08/2017
Coburg,h,19/08/2017
Coburg,h,19/08/2017
Coburg,h,19/08/2017
Coburg,h,19/08/2017
Coburg North,h,19/08/2017
Collingwood,u,19/08/2017
Craigieburn,h,19/08/2017
Craigieburn,h,19/08/2017
Craigieburn,t,19/08/2017
Craigieburn,h,19/08/2017
Craigieburn,h,19/08/2017
Craigieburn,h,19/08/2017
Cranbourne,h,19/08/2017
Croydon,h,19/08/2017
Dallas,h,19/08/2017
Dandenong,h,19/08/2017
Deer Park,h,19/08/2017
Diamond Creek,h,19/08/2017
Dingley Village,h,19/08/2017
Docklands,u,19/08/2017
Doncaster,h,19/08/2017
Doncaster East,h,19/08/2017
Doncaster East,h,19/08/2017
Donvale,h,19/08/2017
Doreen,h,19/08/2017
Doveton,h,19/08/2017
Doveton,h,19/08/2017
Eaglemont,h,19/08/2017
Eaglemont,h,19/08/2017
Elsternwick,u,19/08/2017
Elsternwick,h,19/08/2017
Eltham,h,19/08/2017
Eltham,h,19/08/2017
Eltham North,h,19/08/2017
Eltham North,h,19/08/2017
Elwood,u,19/08/2017
Elwood,h,19/08/2017
Epping,h,19/08/2017
Epping,h,19/08/2017
Epping,h,19/08/2017
Epping,h,19/08/2017
Essendon,u,19/08/2017
Essendon,u,19/08/2017
Essendon,h,19/08/2017
Essendon,h,19/08/2017
Fairfield,h,19/08/2017
Fawkner,h,19/08/2017
Ferntree Gully,h,19/08/2017
Ferntree Gully,u,19/08/2017
Ferntree Gully,h,19/08/2017
Fitzroy,h,19/08/2017
Fitzroy,h,19/08/2017
Fitzroy,h,19/08/2017
Fitzroy North,h,19/08/2017
Flemington,h,19/08/2017
Flemington,t,19/08/2017
Footscray,h,19/08/2017
Forest Hill,h,19/08/2017
Frankston,h,19/08/2017
Glen Iris,h,19/08/2017
Glen Iris,u,19/08/2017
Glen Iris,h,19/08/2017
Glen Iris,u,19/08/2017
Glen Waverley,h,19/08/2017
Glen Waverley,h,19/08/2017
Glen Waverley,h,19/08/2017
Glen Waverley,h,19/08/2017
Glen Waverley,h,19/08/2017
Glenroy,h,19/08/2017
Glenroy,u,19/08/2017
Glenroy,h,19/08/2017
Gowanbrae,h,19/08/2017
Greensborough,h,19/08/2017
Greensborough,h,19/08/2017
Greenvale,h,19/08/2017
Greenvale,h,19/08/2017
Greenvale,h,19/08/2017
Hadfield,h,19/08/2017
Hampton,t,19/08/2017
Hampton,h,19/08/2017
Hawthorn,u,19/08/2017
Hawthorn,u,19/08/2017
Hawthorn,h,19/08/2017
Hawthorn East,h,19/08/2017
Hawthorn East,t,19/08/2017
Hawthorn East,h,19/08/2017
Hawthorn East,h,19/08/2017
Heathmont,h,19/08/2017
Heathmont,h,19/08/2017
Heidelberg,t,19/08/2017
Heidelberg West,h,19/08/2017
Highett,h,19/08/2017
Highett,h,19/08/2017
Highett,h,19/08/2017
Hillside,h,19/08/2017
Hillside,h,19/08/2017
Hillside,h,19/08/2017
Hoppers Crossing,h,19/08/2017
Hoppers Crossing,h,19/08/2017
Hoppers Crossing,h,19/08/2017
Hughesdale,h,19/08/2017
Hughesdale,h,19/08/2017
Huntingdale,u,19/08/2017
Ivanhoe,t,19/08/2017
Ivanhoe,u,19/08/2017
Jacana,h,19/08/2017
Keilor Downs,h,19/08/2017
Keilor Downs,h,19/08/2017
Keilor East,h,19/08/2017
Keilor East,h,19/08/2017
Keilor East,h,19/08/2017
Keilor East,h,19/08/2017
Kensington,t,19/08/2017
Kensington,t,19/08/2017
Kew,h,19/08/2017
Kew,u,19/08/2017
Kew,h,19/08/2017
Kew,u,19/08/2017
Kew,h,19/08/2017
Kew,h,19/08/2017
Kew East,u,19/08/2017
Kew East,h,19/08/2017
Kurunjang,h,19/08/2017
Lalor,h,19/08/2017
Laverton,h,19/08/2017
MacLeod,t,19/08/2017
Malvern East,u,19/08/2017
Malvern East,h,19/08/2017
Malvern East,h,19/08/2017
Maribyrnong,h,19/08/2017
McKinnon,h,19/08/2017
Melton South,h,19/08/2017
Mentone,t,19/08/2017
Mernda,h,19/08/2017
Mernda,h,19/08/2017
Middle Park,h,19/08/2017
Mill Park,h,19/08/2017
Mill Park,h,19/08/2017
Mill Park,u,19/08/2017
Montmorency,h,19/08/2017
Moorabbin,h,19/08/2017
Mooroolbark,h,19/08/2017
Mordialloc,h,19/08/2017
Mount Evelyn,h,19/08/2017
Mount Waverley,u,19/08/2017
Mount Waverley,h,19/08/2017
Murrumbeena,h,19/08/2017
Murrumbeena,h,19/08/2017
Narre Warren,h,19/08/2017
Noble Park,t,19/08/2017
North Melbourne,t,19/08/2017
North Melbourne,h,19/08/2017
Notting Hill,h,19/08/2017
Nunawading,t,19/08/2017
Nunawading,h,19/08/2017
Oakleigh East,t,19/08/2017
Oakleigh South,h,19/08/2017
Oakleigh South,h,19/08/2017
Ormond,u,19/08/2017
Ormond,h,19/08/2017
Pakenham,h,19/08/2017
Parkdale,u,19/08/2017
Pascoe Vale,h,19/08/2017
Pascoe Vale,t,19/08/2017
Pascoe Vale,h,19/08/2017
Point Cook,h,19/08/2017
Port Melbourne,h,19/08/2017
Port Melbourne,u,19/08/2017
Prahran,h,19/08/2017
Prahran,h,19/08/2017
Preston,h,19/08/2017
Preston,h,19/08/2017
Preston,u,19/08/2017
Reservoir,h,19/08/2017
Reservoir,u,19/08/2017
Reservoir,h,19/08/2017
Reservoir,h,19/08/2017
Reservoir,h,19/08/2017
Reservoir,h,19/08/2017
Reservoir,h,19/08/2017
Reservoir,h,19/08/2017
Richmond,h,19/08/2017
Ringwood,h,19/08/2017
Rosanna,h,19/08/2017
Rosanna,h,19/08/2017
Roxburgh Park,h,19/08/2017
Sandringham,t,19/08/2017
Sandringham,t,19/08/2017
South Morang,h,19/08/2017
South Yarra,h,19/08/2017
South Yarra,t,19/08/2017
Spotswood,h,19/08/2017
Spotswood,u,19/08/2017
St Albans,h,19/08/2017
St Albans,h,19/08/2017
Strathmore Heights,h,19/08/2017
Sunbury,h,19/08/2017
Sunbury,h,19/08/2017
Sunbury,h,19/08/2017
Sunshine North,h,19/08/2017
Sunshine West,h,19/08/2017
Surrey Hills,h,19/08/2017
Surrey Hills,h,19/08/2017
Surrey Hills,h,19/08/2017
Surrey Hills,h,19/08/2017
Taylors Hill,h,19/08/2017
Templestowe,h,19/08/2017
Templestowe,h,19/08/2017
Templestowe Lower,h,19/08/2017
Thornbury,h,19/08/2017
Thornbury,t,19/08/2017
Thornbury,u,19/08/2017
Truganina,h,19/08/2017
Tullamarine,u,19/08/2017
Tullamarine,u,19/08/2017
Vermont,h,19/08/2017
Vermont South,h,19/08/2017
Vermont South,h,19/08/2017
Vermont South,h,19/08/2017
Viewbank,h,19/08/2017
Viewbank,h,19/08/2017
Wantirna,h,19/08/2017
Wantirna South,h,19/08/2017
Warrandyte,h,19/08/2017
Watsonia,h,19/08/2017
Werribee,h,19/08/2017
Werribee,h,19/08/2017
Werribee,h,19/08/2017
West Footscray,h,19/08/2017
West Footscray,h,19/08/2017
West Footscray,h,19/08/2017
West Footscray,h,19/08/2017
West Footscray,h,19/08/2017
Wheelers Hill,h,19/08/2017
Wheelers Hill,h,19/08/2017
Wheelers Hill,h,19/08/2017
Wheelers Hill,h,19/08/2017
Whittlesea,h,19/08/2017
Windsor,u,19/08/2017
Wollert,h,19/08/2017
Wyndham Vale,h,19/08/2017
Yallambie,h,19/08/2017
Abbotsford,h,19/11/2016
Abbotsford,u,19/11/2016
Aberfeldie,h,19/11/2016
Aberfeldie,h,19/11/2016
Alphington,h,19/11/2016
Alphington,h,19/11/2016
Altona,h,19/11/2016
Altona,h,19/11/2016
Altona Meadows,h,19/11/2016
Altona Meadows,h,19/11/2016
Altona Meadows,h,19/11/2016
Altona North,h,19/11/2016
Ardeer,h,19/11/2016
Armadale,h,19/11/2016
Armadale,u,19/11/2016
Ascot Vale,u,19/11/2016
Ascot Vale,h,19/11/2016
Ascot Vale,t,19/11/2016
Ascot Vale,h,19/11/2016
Ascot Vale,u,19/11/2016
Ascot Vale,h,19/11/2016
Ashburton,t,19/11/2016
Ashburton,h,19/11/2016
Ashwood,h,19/11/2016
Ashwood,h,19/11/2016
Balaclava,u,19/11/2016
Balwyn,h,19/11/2016
Balwyn North,h,19/11/2016
Balwyn North,h,19/11/2016
Balwyn North,t,19/11/2016
Bayswater,u,19/11/2016
Beaumaris,h,19/11/2016
Bellfield,h,19/11/2016
Bentleigh,h,19/11/2016
Bentleigh,u,19/11/2016
Bentleigh,u,19/11/2016
Bentleigh East,t,19/11/2016
Bentleigh East,h,19/11/2016
Bentleigh East,h,19/11/2016
Black Rock,t,19/11/2016
Black Rock,u,19/11/2016
Black Rock,u,19/11/2016
Black Rock,t,19/11/2016
Blackburn,h,19/11/2016
Blackburn,h,19/11/2016
Blackburn,t,19/11/2016
Blackburn,u,19/11/2016
Blackburn,h,19/11/2016
Blackburn North,h,19/11/2016
Blackburn North,h,19/11/2016
Blackburn North,h,19/11/2016
Blackburn South,h,19/11/2016
Blackburn South,h,19/11/2016
Boronia,h,19/11/2016
Boronia,h,19/11/2016
Box Hill,u,19/11/2016
Box Hill,h,19/11/2016
Box Hill,h,19/11/2016
Box Hill,h,19/11/2016
Braybrook,h,19/11/2016
Braybrook,t,19/11/2016
Braybrook,h,19/11/2016
Brighton,h,19/11/2016
Brighton,u,19/11/2016
Brighton,h,19/11/2016
Brighton,h,19/11/2016
Brighton,u,19/11/2016
Brighton East,h,19/11/2016
Brighton East,t,19/11/2016
Brighton East,h,19/11/2016
Brighton East,h,19/11/2016
Brighton East,h,19/11/2016
Brighton East,h,19/11/2016
Broadmeadows,h,19/11/2016
Broadmeadows,h,19/11/2016
Brooklyn,h,19/11/2016
Brunswick,h,19/11/2016
Brunswick,u,19/11/2016
Brunswick,h,19/11/2016
Brunswick East,h,19/11/2016
Brunswick West,h,19/11/2016
Bulleen,h,19/11/2016
Bulleen,u,19/11/2016
Bundoora,h,19/11/2016
Bundoora,h,19/11/2016
Bundoora,h,19/11/2016
Bundoora,h,19/11/2016
Burwood East,h,19/11/2016
Burwood East,h,19/11/2016
Cairnlea,h,19/11/2016
Camberwell,h,19/11/2016
Campbellfield,h,19/11/2016
Canterbury,h,19/11/2016
Carnegie,h,19/11/2016
Carnegie,u,19/11/2016
Carnegie,h,19/11/2016
Carnegie,h,19/11/2016
Carnegie,u,19/11/2016
Caroline Springs,h,19/11/2016
Carrum Downs,h,19/11/2016
Caulfield East,h,19/11/2016
Caulfield South,t,19/11/2016
Chadstone,t,19/11/2016
Chadstone,h,19/11/2016
Chadstone,t,19/11/2016
Chadstone,t,19/11/2016
Chelsea Heights,h,19/11/2016
Chelsea Heights,h,19/11/2016
Cheltenham,u,19/11/2016
Cheltenham,h,19/11/2016
Cheltenham,h,19/11/2016
Cheltenham,u,19/11/2016
Cheltenham,t,19/11/2016
Cheltenham,h,19/11/2016
Cheltenham,h,19/11/2016
Clayton,h,19/11/2016
Clayton,h,19/11/2016
Clayton South,h,19/11/2016
Clayton South,h,19/11/2016
Clifton Hill,h,19/11/2016
Clifton Hill,t,19/11/2016
Coburg,h,19/11/2016
Coburg,h,19/11/2016
Coburg,h,19/11/2016
Coburg,h,19/11/2016
Coburg,u,19/11/2016
Coburg North,h,19/11/2016
Coburg North,h,19/11/2016
Collingwood,u,19/11/2016
Craigieburn,h,19/11/2016
Craigieburn,h,19/11/2016
Craigieburn,h,19/11/2016
Cremorne,u,19/11/2016
Croydon,h,19/11/2016
Croydon North,h,19/11/2016
Dallas,h,19/11/2016
Dandenong,h,19/11/2016
Deer Park,h,19/11/2016
Deer Park,h,19/11/2016
Derrimut,h,19/11/2016
Diamond Creek,h,19/11/2016
Dingley Village,h,19/11/2016
Dingley Village,h,19/11/2016
Doncaster,h,19/11/2016
Doncaster,h,19/11/2016
Doncaster,h,19/11/2016
Doncaster East,h,19/11/2016
Donvale,h,19/11/2016
Elsternwick,h,19/11/2016
Elsternwick,h,19/11/2016
Eltham North,h,19/11/2016
Elwood,u,19/11/2016
Epping,h,19/11/2016
Epping,u,19/11/2016
Epping,h,19/11/2016
Essendon,u,19/11/2016
Essendon,u,19/11/2016
Essendon,h,19/11/2016
Essendon,u,19/11/2016
Essendon North,u,19/11/2016
Fawkner,h,19/11/2016
Fawkner,h,19/11/2016
Ferntree Gully,h,19/11/2016
Fitzroy,h,19/11/2016
Fitzroy North,t,19/11/2016
Fitzroy North,h,19/11/2016
Fitzroy North,h,19/11/2016
Fitzroy North,h,19/11/2016
Fitzroy North,h,19/11/2016
Footscray,h,19/11/2016
Footscray,u,19/11/2016
Frankston,h,19/11/2016
Frankston South,h,19/11/2016
Gardenvale,u,19/11/2016
Glen Huntly,h,19/11/2016
Glen Iris,h,19/11/2016
Glen Iris,u,19/11/2016
Glen Waverley,h,19/11/2016
Glen Waverley,h,19/11/2016
Glen Waverley,h,19/11/2016
Glen Waverley,h,19/11/2016
Glen Waverley,h,19/11/2016
Glen Waverley,h,19/11/2016
Glen Waverley,h,19/11/2016
Glen Waverley,h,19/11/2016
Glenroy,h,19/11/2016
Glenroy,h,19/11/2016
Glenroy,t,19/11/2016
Glenroy,u,19/11/2016
Glenroy,h,19/11/2016
Glenroy,h,19/11/2016
Greensborough,h,19/11/2016
Greensborough,t,19/11/2016
Greensborough,h,19/11/2016
Hampton,u,19/11/2016
Hampton,h,19/11/2016
Hampton,u,19/11/2016
Hampton,h,19/11/2016
Hampton,h,19/11/2016
Hampton East,h,19/11/2016
Hampton East,u,19/11/2016
Hawthorn,h,19/11/2016
Hawthorn,u,19/11/2016
Hawthorn,u,19/11/2016
Hawthorn,u,19/11/2016
Hawthorn,h,19/11/2016
Hawthorn East,h,19/11/2016
Hawthorn East,h,19/11/2016
Hawthorn East,t,19/11/2016
Heidelberg,h,19/11/2016
Heidelberg Heights,h,19/11/2016
Heidelberg Heights,u,19/11/2016
Heidelberg Heights,h,19/11/2016
Heidelberg West,h,19/11/2016
Highett,h,19/11/2016
Highett,h,19/11/2016
Hillside,h,19/11/2016
Hillside,h,19/11/2016
Hillside,h,19/11/2016
Hillside,h,19/11/2016
Hoppers Crossing,h,19/11/2016
Hughesdale,h,19/11/2016
Huntingdale,h,19/11/2016
Huntingdale,h,19/11/2016
Ivanhoe,u,19/11/2016
Ivanhoe East,h,19/11/2016
Kealba,h,19/11/2016
Kealba,h,19/11/2016
Keilor Downs,h,19/11/2016
Keilor East,t,19/11/2016
Keilor East,h,19/11/2016
Kensington,h,19/11/2016
Kensington,t,19/11/2016
Kew,h,19/11/2016
Kew,h,19/11/2016
Kew East,u,19/11/2016
Kingsville,h,19/11/2016
Kingsville,h,19/11/2016
Kooyong,h,19/11/2016
Lalor,u,19/11/2016
Lalor,h,19/11/2016
Lalor,h,19/11/2016
MacLeod,h,19/11/2016
Maidstone,h,19/11/2016
Malvern,h,19/11/2016
Malvern,h,19/11/2016
Malvern,h,19/11/2016
Malvern East,h,19/11/2016
Malvern East,h,19/11/2016
Malvern East,h,19/11/2016
Malvern East,h,19/11/2016
Malvern East,h,19/11/2016
Maribyrnong,h,19/11/2016
McKinnon,h,19/11/2016
McKinnon,t,19/11/2016
McKinnon,u,19/11/2016
Meadow Heights,h,19/11/2016
Meadow Heights,h,19/11/2016
Melton,h,19/11/2016
Mentone,u,19/11/2016
Mentone,h,19/11/2016
Mentone,t,19/11/2016
Mernda,h,19/11/2016
Mickleham,h,19/11/2016
Middle Park,h,19/11/2016
Mill Park,h,19/11/2016
Mitcham,h,19/11/2016
Mitcham,h,19/11/2016
Mitcham,u,19/11/2016
Mont Albert,h,19/11/2016
Mont Albert,u,19/11/2016
Montmorency,h,19/11/2016
Moonee Ponds,h,19/11/2016
Moorabbin,u,19/11/2016
Moorabbin,u,19/11/2016
Moorabbin,h,19/11/2016
Mordialloc,u,19/11/2016
Mordialloc,h,19/11/2016
Mount Waverley,h,19/11/2016
Mount Waverley,h,19/11/2016
Mount Waverley,h,19/11/2016
Mount Waverley,u,19/11/2016
Mount Waverley,h,19/11/2016
Mount Waverley,u,19/11/2016
Mulgrave,h,19/11/2016
Mulgrave,h,19/11/2016
Mulgrave,h,19/11/2016
Mulgrave,h,19/11/2016
Mulgrave,h,19/11/2016
Mulgrave,h,19/11/2016
Mulgrave,h,19/11/2016
Mulgrave,h,19/11/2016
Murrumbeena,h,19/11/2016
Newport,h,19/11/2016
Newport,t,19/11/2016
Niddrie,h,19/11/2016
North Melbourne,h,19/11/2016
North Melbourne,h,19/11/2016
North Melbourne,u,19/11/2016
Northcote,h,19/11/2016
Northcote,h,19/11/2016
Northcote,u,19/11/2016
Northcote,h,19/11/2016
Northcote,h,19/11/2016
Northcote,h,19/11/2016
