Suburb,Rooms,Type,Price,Method,Date,Distance,Postcode,Car,Lattitude,Longtitude,Propertycount
Brunswick,2,h,950000,VB,09/09/2017,5.2,3056,,-37.77243,144.96306,11918
Brunswick East,1,u,463000,S,09/09/2017,4,3057,2,-37.7724,144.97388,5533
Brunswick West,3,h,875000,VB,09/09/2017,5.2,3055,1,-37.75918,144.94829,7082
Brunswick West,4,h,1250000,VB,09/09/2017,5.2,3055,2,-37.75465,144.94144,7082
Brunswick West,1,u,315500,S,09/09/2017,5.2,3055,1,-37.76285,144.94619,7082
Brunswick West,2,h,1225000,SP,09/09/2017,5.2,3055,2,-37.75772,144.94349,7082
Bulleen,3,h,980000,PI,09/09/2017,10.8,3105,1,-37.77892,145.09281,4480
Bundoora,3,u,580000,S,09/09/2017,12.1,3083,,,,10175
Bundoora,3,h,,SN,09/09/2017,12.1,3083,1,-37.68699,145.0622,10175
Bundoora,3,h,830000,S,09/09/2017,12.1,3083,2,-37.68311,145.06785,10175
Bundoora,4,h,758000,S,09/09/2017,12.1,3083,2,-37.67998,145.07345,10175
Bundoora,3,h,,PI,09/09/2017,12.1,3083,1,-37.68827,145.05667,10175
Burnley,1,u,370000,SP,09/09/2017,2.4,3121,1,-37.82844,145.00775,438
Burwood,3,h,,SP,09/09/2017,10.4,3125,,,,5678
Burwood,3,h,,SP,09/09/2017,10.4,3125,,,,5678
Burwood,4,h,1750000,S,09/09/2017,10.4,3125,4,-37.84248,145.10181,5678
Burwood East,3,h,,SN,09/09/2017,14.7,3151,2,-37.84993,145.14677,4048
Cairnlea,4,h,,SP,09/09/2017,14.8,3023,2,-37.7622,144.79539,2674
Cairnlea,3,h,670000,PI,09/09/2017,14.8,3023,2,-37.74726,144.78013,2674
Camberwell,3,h,,S,09/09/2017,7.7,3124,1,-37.83889,145.08742,8920
Camberwell,2,h,2410000,S,09/09/2017,7.7,3124,3,-37.83621,145.07919,8920
Camberwell,2,u,752500,S,09/09/2017,7.7,3124,1,-37.84226,145.05789,8920
Camberwell,4,h,,SP,09/09/2017,7.7,3124,2,-37.83888,145.06812,8920
Camberwell,2,u,,SN,09/09/2017,7.7,3124,1,-37.84787,145.07498,8920
Camberwell,4,h,3100000,VB,09/09/2017,7.7,3124,2,-37.83932,145.06231,8920
Canterbury,3,h,,S,09/09/2017,8.4,3126,2,-37.81982,145.06091,3265
Canterbury,3,u,,S,09/09/2017,8.4,3126,1,-37.82909,145.07643,3265
Canterbury,4,h,3130000,S,09/09/2017,8.4,3126,2,-37.82875,145.08403,3265
Canterbury,4,h,2650000,VB,09/09/2017,8.4,3126,2,-37.82908,145.07192,3265
Canterbury,3,h,1500000,VB,09/09/2017,8.4,3126,2,-37.82152,145.08286,3265
Canterbury,5,h,,S,09/09/2017,8.4,3126,2,-37.82094,145.06623,3265
Canterbury,4,h,,PI,09/09/2017,8.4,3126,2,-37.81895,145.07627,3265
Carlton,2,u,,PI,09/09/2017,1.6,3053,,-37.7969,144.9742,6786
Carlton,3,h,1263000,S,09/09/2017,1.6,3053,1,-37.79667,144.97204,6786
Carlton,2,h,,SP,09/09/2017,1.6,3053,1,-37.7929,144.97228,6786
Carlton,2,h,800000,VB,09/09/2017,1.6,3053,,-37.79294,144.97283,6786
Carlton North,2,h,1065000,S,09/09/2017,3.5,3054,,-37.78791,144.96938,3106
Carlton North,2,h,950000,VB,09/09/2017,3.5,3054,,-37.7899,144.97112,3106
Carnegie,3,t,,VB,09/09/2017,10.1,3163,,,,7822
Carnegie,2,u,545000,S,09/09/2017,10.1,3163,1,-37.88725,145.05721,7822
Carnegie,5,u,,S,09/09/2017,10.1,3163,2,-37.90352,145.05505,7822
Carnegie,2,u,,PN,09/09/2017,10.1,3163,1,-37.89855,145.04934,7822
Carnegie,1,u,353000,S,09/09/2017,10.1,3163,,,,7822
Carrum,2,h,890000,S,09/09/2017,31.2,3197,4,-38.07098,145.13271,1989
Caulfield,1,u,341000,S,09/09/2017,8.7,3162,1,-37.8866,145.03222,2379
Caulfield South,4,h,1758000,SP,09/09/2017,8.7,3162,2,-37.89918,145.01679,5051
Caulfield South,2,u,585000,S,09/09/2017,8.7,3162,1,-37.89941,145.01869,5051
Caulfield South,2,u,,PI,09/09/2017,8.7,3162,,,,5051
Chadstone,2,h,970000,S,09/09/2017,11.7,3148,2,-37.87432,145.09988,3582
Chelsea,4,h,930000,S,09/09/2017,27,3196,2,-38.04545,145.11375,3906
Cheltenham,3,h,948000,S,09/09/2017,17.9,3192,2,-37.96258,145.08038,9758
Cheltenham,2,u,,S,09/09/2017,17.9,3192,1,-37.97337,145.05869,9758
Clarinda,3,h,,SP,09/09/2017,17.5,3169,0,-37.92949,145.10866,2727
Clayton South,3,h,850000,S,09/09/2017,17.5,3169,2,-37.93086,145.11073,4734
Clayton South,3,h,985000,SP,09/09/2017,17.5,3169,2,-37.93539,145.11986,4734
Clayton South,3,h,1250500,S,09/09/2017,17.5,3169,2,-37.95988,145.13279,4734
Clayton South,3,h,805000,S,09/09/2017,17.5,3169,1,-37.94128,145.11406,4734
Clifton Hill,2,h,1320000,S,09/09/2017,3.6,3068,1,-37.79158,144.99586,2954
Coburg,3,h,,SP,09/09/2017,6.7,3058,1,-37.74885,144.94924,11204
Coburg,3,h,1326000,S,09/09/2017,6.7,3058,2,-37.75392,144.97469,11204
Coburg,1,u,,VB,09/09/2017,6.7,3058,1,-37.74452,144.96245,11204
Coburg,3,h,1010000,SP,09/09/2017,6.7,3058,1,-37.74827,144.95396,11204
Coburg,3,h,,S,09/09/2017,6.7,3058,2,-37.73538,144.96261,11204
Coburg,3,t,875000,S,09/09/2017,6.7,3058,2,-37.741,144.97534,11204
Collingwood,1,u,,SP,09/09/2017,2,3066,1,-37.80896,144.9911,4553
Collingwood,2,u,1250000,SP,09/09/2017,2,3066,2,-37.80236,144.98482,4553
Craigieburn,4,h,595000,S,09/09/2017,20.6,3064,0,-37.61114,144.93683,15510
Craigieburn,3,h,,SN,09/09/2017,20.6,3064,1,-37.57439,144.92608,15510
Craigieburn,4,h,,SN,09/09/2017,20.6,3064,,,,15510
Craigieburn,3,h,,PI,09/09/2017,20.6,3064,,,,15510
Craigieburn,3,h,,SN,09/09/2017,20.6,3064,1,-37.57134,144.91268,15510
Cremorne,2,h,1200000,SP,09/09/2017,2.4,3121,,-37.82647,144.99264,1123
Croydon,5,h,,PI,09/09/2017,23,3136,2,-37.80988,145.29259,11925
Croydon South,3,h,1020000,S,09/09/2017,23,3136,1,-37.81299,145.27199,1863
Dallas,4,t,560500,S,09/09/2017,14,3047,,,,2246
Dallas,4,h,680000,VB,09/09/2017,14,3047,2,-37.67721,144.93845,2246
Dandenong,4,h,,PI,09/09/2017,24.7,3175,1,-37.9723,145.19601,10894
Dandenong,2,u,320000,PI,09/09/2017,24.7,3175,1,-37.98427,145.209,10894
Dandenong North,2,u,,SN,09/09/2017,24.7,3175,1,-37.96995,145.21761,8322
Deer Park,3,h,530000,SP,09/09/2017,14.8,3023,2,-37.77464,144.75655,6388
Deer Park,3,h,589000,S,09/09/2017,14.8,3023,2,-37.7687,144.75833,6388
Derrimut,3,h,630000,PI,09/09/2017,14.7,3030,2,-37.79691,144.7669,2276
Diamond Creek,4,h,745000,S,09/09/2017,21.8,3089,2,-37.67515,145.1655,4258
Dingley Village,4,h,952000,S,09/09/2017,22.2,3172,3,-37.98145,145.12834,3940
Docklands,2,u,,PI,09/09/2017,1.4,3008,,-37.81453,144.94146,4707
Doncaster,4,h,1255000,S,09/09/2017,12.4,3108,1,-37.77109,145.1338,9028
Doncaster,5,h,1540500,S,09/09/2017,12.4,3108,2,-37.78133,145.10833,9028
Doncaster East,3,h,1430000,S,09/09/2017,14.3,3109,2,-37.79244,145.14494,10999
Doncaster East,3,h,1209000,S,09/09/2017,14.3,3109,2,-37.78649,145.16774,10999
Doncaster East,4,h,1300000,PI,09/09/2017,14.3,3109,,,,10999
Doncaster East,5,h,1730000,S,09/09/2017,14.3,3109,2,-37.78658,145.16086,10999
Doncaster East,5,h,1510000,SP,09/09/2017,14.3,3109,3,-37.79348,145.15241,10999
Doncaster East,4,h,1600000,S,09/09/2017,14.3,3109,2,-37.76888,145.17044,10999
Donvale,2,u,718500,S,09/09/2017,16.1,3111,1,-37.80528,145.19057,4790
Doreen,3,h,481000,S,09/09/2017,25.9,3754,1,-37.5875,145.11884,7254
Doreen,5,h,1100000,S,09/09/2017,25.9,3754,6,-37.61579,145.13416,7254
Doveton,3,h,568500,S,09/09/2017,28.8,3177,2,-37.98567,145.23508,3533
Eaglemont,4,h,1867000,S,09/09/2017,8.9,3084,2,-37.75915,145.06241,1651
Edithvale,3,u,647500,S,09/09/2017,27,3196,2,-38.03843,145.12317,2546
Elsternwick,2,h,1250000,S,09/09/2017,7.2,3185,2,-37.89054,145.01191,4898
Eltham,2,u,566000,S,09/09/2017,18,3095,1,-37.71513,145.15324,6990
Eltham,4,h,967000,SP,09/09/2017,18,3095,2,-37.71516,145.13951,6990
Eltham North,4,h,950000,PI,09/09/2017,18,3095,2,-37.68739,145.14437,2346
Elwood,3,h,1400000,VB,09/09/2017,7.2,3184,,-37.87614,144.99081,8989
Elwood,2,h,1450000,S,09/09/2017,7.2,3184,,-37.87816,144.99069,8989
Epping,4,h,640500,S,09/09/2017,19.6,3076,2,-37.62688,145.03194,10926
Epping,2,u,454000,S,09/09/2017,19.6,3076,1,-37.651,145.04672,10926
Epping,3,h,375000,SP,09/09/2017,19.6,3076,1,-37.63011,145.02936,10926
Epping,3,h,641000,S,09/09/2017,19.6,3076,2,-37.64372,145.03761,10926
Epping,3,h,555000,SA,09/09/2017,19.6,3076,4,-37.64107,145.03221,10926
Epping,2,u,291000,S,09/09/2017,19.6,3076,1,-37.64888,145.02313,10926
Essendon,3,h,993000,S,09/09/2017,7.5,3040,2,-37.74635,144.9229,9264
Essendon,3,h,1527500,S,09/09/2017,7.5,3040,3,-37.74524,144.90468,9264
Essendon West,3,h,950000,S,09/09/2017,7.5,3040,2,-37.75739,144.88939,588
Fairfield,4,h,1575000,S,09/09/2017,5.7,3078,,,,2970
Fairfield,2,u,508000,S,09/09/2017,5.7,3078,1,-37.77815,145.01616,2970
Fairfield,3,h,,S,09/09/2017,5.7,3078,3,-37.7723,145.02357,2970
Fawkner,2,u,475000,S,09/09/2017,13.1,3060,1,-37.71513,144.96617,5070
Fawkner,3,h,,SN,09/09/2017,13.1,3060,1,-37.7025,144.96405,5070
Ferntree Gully,4,h,820000,S,09/09/2017,24.8,3156,2,-37.88393,145.26225,10788
Ferntree Gully,3,h,797000,S,09/09/2017,24.8,3156,1,-37.89555,145.27625,10788
Fitzroy,2,h,1060000,S,09/09/2017,2.1,3065,0,-37.79765,144.97735,5825
Fitzroy,3,h,1750000,VB,09/09/2017,2.1,3065,,-37.79662,144.9791,5825
Fitzroy North,4,h,2000000,S,09/09/2017,3.6,3068,1,-37.78237,144.98505,6244
Flemington,3,h,820000,PI,09/09/2017,3.4,3031,0,-37.78449,144.93482,3593
Flemington,2,h,1225000,S,09/09/2017,3.4,3031,1,-37.78363,144.92997,3593
Footscray,2,u,240000,PI,09/09/2017,5.1,3011,1,-37.78813,144.89291,7570
Footscray,2,u,,PI,09/09/2017,5.1,3011,1,-37.79643,144.88878,7570
Footscray,2,u,465000,S,09/09/2017,5.1,3011,1,-37.80483,144.90239,7570
Footscray,2,h,800000,VB,09/09/2017,5.1,3011,2,-37.79047,144.88289,7570
Forest Hill,3,h,,PI,09/09/2017,15.4,3131,2,-37.83974,145.18223,4385
Forest Hill,3,h,,SP,09/09/2017,15.4,3131,2,-37.84046,145.18107,4385
Frankston,3,h,1010000,S,09/09/2017,38,3199,2,-38.1386,145.12142,17055
Frankston North,3,h,464000,SP,09/09/2017,36.9,3200,2,-38.12644,145.15688,2500
Frankston South,3,h,,PI,09/09/2017,38,3199,2,-38.16092,145.12096,7566
Frankston South,4,h,830000,SP,09/09/2017,38,3199,4,-38.16475,145.1345,7566
Gisborne,3,h,690000,VB,09/09/2017,45.9,3437,2,-37.50624,144.58134,3376
Gisborne,4,h,780000,S,09/09/2017,45.9,3437,2,-37.49674,144.62618,3376
Gladstone Park,3,h,660000,S,09/09/2017,12.9,3043,3,-37.69271,144.891,3285
Gladstone Park,3,h,625000,SP,09/09/2017,12.9,3043,4,-37.68899,144.88273,3285
Gladstone Park,3,h,695000,S,09/09/2017,12.9,3043,2,-37.68662,144.89055,3285
Glen Iris,4,h,,SP,09/09/2017,7.3,3146,2,-37.86439,145.06897,10412
Glen Iris,3,h,2200000,S,09/09/2017,7.3,3146,2,-37.86578,145.06886,10412
Glen Iris,5,h,3000000,VB,09/09/2017,7.3,3146,2,-37.85855,145.07775,10412
Glen Iris,2,u,652500,S,09/09/2017,7.3,3146,1,-37.84888,145.05469,10412
Glen Iris,3,t,1520000,S,09/09/2017,7.3,3146,2,-37.85016,145.06992,10412
Glen Iris,2,u,537000,S,09/09/2017,7.3,3146,1,-37.84984,145.04659,10412
Glen Iris,2,h,,SP,09/09/2017,7.3,3146,2,-37.8592,145.04542,10412
Glen Iris,4,h,3200000,S,09/09/2017,7.3,3146,2,-37.85557,145.06534,10412
Glen Iris,3,u,1000000,VB,09/09/2017,7.3,3146,,,,10412
Glen Iris,2,t,965000,S,09/09/2017,7.3,3146,1,-37.85698,145.04686,10412
Glen Iris,4,h,,SP,09/09/2017,7.3,3146,2,-37.85251,145.07516,10412
Glen Waverley,2,u,515000,SP,09/09/2017,16.7,3150,,,,15321
Glen Waverley,3,u,930000,PI,09/09/2017,16.7,3150,2,-37.87472,145.17493,15321
Glen Waverley,4,h,1790000,S,09/09/2017,16.7,3150,2,-37.87738,145.18083,15321
Glen Waverley,3,h,,PI,09/09/2017,16.7,3150,1,-37.89912,145.16346,15321
Glen Waverley,3,h,,SN,09/09/2017,16.7,3150,5,-37.89986,145.16369,15321
Glen Waverley,4,t,1170000,S,09/09/2017,16.7,3150,2,-37.89868,145.14635,15321
Glen Waverley,4,t,,PN,09/09/2017,16.7,3150,2,-37.87742,145.17102,15321
Glen Waverley,4,t,1380000,PI,09/09/2017,16.7,3150,,,,15321
Glen Waverley,4,h,1320000,PI,09/09/2017,16.7,3150,5,-37.90317,145.16607,15321
Glen Waverley,5,h,1320000,S,09/09/2017,16.7,3150,3,-37.89891,145.15341,15321
Glen Waverley,3,h,1361501,SP,09/09/2017,16.7,3150,,,,15321
Glen Waverley,4,h,,VB,09/09/2017,16.7,3150,2,-37.89998,145.14764,15321
Glen Waverley,4,h,1152000,S,09/09/2017,16.7,3150,2,-37.87432,145.18766,15321
Glen Waverley,4,h,,SN,09/09/2017,16.7,3150,2,-37.89292,145.15165,15321
Glen Waverley,5,h,,PI,09/09/2017,16.7,3150,2,-37.88835,145.17736,15321
Glenroy,3,h,932000,S,09/09/2017,11.2,3046,1,-37.70234,144.92123,8870
Glenroy,3,t,646000,S,09/09/2017,11.2,3046,,,,8870
Glenroy,3,t,576000,S,09/09/2017,11.2,3046,,,,8870
Glenroy,2,h,605000,S,09/09/2017,11.2,3046,2,-37.70175,144.93578,8870
Glenroy,2,t,480000,SP,09/09/2017,11.2,3046,1,-37.707,144.92165,8870
Greensborough,5,h,1000000,VB,09/09/2017,16.1,3088,2,-37.7008,145.09974,8524
Greenvale,5,h,888000,S,09/09/2017,20.4,3059,2,-37.65646,144.89978,4864
Guys Hill,4,h,,PN,09/09/2017,39,3807,6,-38.01458,145.38619,129
Hadfield,3,h,750000,VB,09/09/2017,11.2,3046,3,-37.70444,144.95274,2606
Hadfield,3,h,720000,S,09/09/2017,11.2,3046,1,-37.71257,144.94138,2606
Hampton,4,h,3100000,VB,09/09/2017,13.8,3188,2,-37.93191,145.01182,5454
Hampton,3,h,1850000,VB,09/09/2017,13.8,3188,2,-37.94435,145.00927,5454
Hampton East,4,t,,PI,09/09/2017,13.8,3188,,,,2356
Hawthorn,5,h,,S,09/09/2017,5.3,3122,0,-37.81555,145.02592,11308
Hawthorn,2,h,,PI,09/09/2017,5.3,3122,,,,11308
Hawthorn,2,h,1000000,VB,09/09/2017,5.3,3122,2,-37.81736,145.02018,11308
Hawthorn,2,u,,PI,09/09/2017,5.3,3122,1,-37.82613,145.02691,11308
Hawthorn,2,u,463000,S,09/09/2017,5.3,3122,1,-37.82489,145.02598,11308
Hawthorn,3,h,1670000,PI,09/09/2017,5.3,3122,2,-37.81753,145.01988,11308
Hawthorn,2,u,630000,SP,09/09/2017,5.3,3122,1,-37.82471,145.02786,11308
Hawthorn East,2,u,492000,S,09/09/2017,6.2,3123,1,-37.82449,145.05222,6482
Hawthorn East,3,h,,S,09/09/2017,6.2,3123,1,-37.82535,145.05184,6482
Hawthorn East,3,h,2710000,S,09/09/2017,6.2,3123,3,-37.82425,145.05552,6482
Hawthorn East,3,h,1768000,S,09/09/2017,6.2,3123,2,-37.83277,145.04373,6482
Hawthorn East,4,h,,PI,09/09/2017,6.2,3123,1,-37.82172,145.05336,6482
Hawthorn East,4,h,3000000,VB,09/09/2017,6.2,3123,2,-37.82087,145.05294,6482
Hawthorn East,3,h,,S,09/09/2017,6.2,3123,2,-37.82093,145.05616,6482
Heathmont,4,h,,PI,09/09/2017,21.3,3135,3,-37.82878,145.24929,3794
Heathmont,3,h,,SP,09/09/2017,21.3,3135,2,-37.8268,145.24902,3794
Heathmont,3,h,,PI,09/09/2017,21.3,3135,1,-37.8321,145.23627,3794
Heathmont,4,h,1165000,S,09/09/2017,21.3,3135,2,-37.82507,145.24058,3794
Heathmont,4,h,920000,SP,09/09/2017,21.3,3135,2,-37.83481,145.23239,3794
Heathmont,4,h,,SN,09/09/2017,21.3,3135,1,-37.8238,145.24649,3794
Heathmont,5,h,932000,S,09/09/2017,21.3,3135,2,-37.83145,145.22826,3794
Heidelberg,1,u,325000,S,09/09/2017,8.9,3084,1,-37.75883,145.06391,2890
Heidelberg,4,h,1420000,S,09/09/2017,8.9,3084,2,-37.75113,145.06034,2890
Heidelberg Heights,2,h,,S,09/09/2017,8.8,3081,1,-37.74456,145.04967,2947
Heidelberg Heights,3,h,811000,S,09/09/2017,8.8,3081,1,-37.73799,145.0522,2947
Highett,4,h,1550000,PI,09/09/2017,16,3190,2,-37.94957,145.0246,4794
Highett,3,u,801000,S,09/09/2017,16,3190,1,-37.94583,145.04115,4794
Hillside,4,h,805000,S,09/09/2017,18,3037,2,-37.69144,144.74643,5556
Hillside,4,h,627000,S,09/09/2017,18,3037,2,-37.69918,144.74955,5556
Hoppers Crossing,3,h,510000,S,09/09/2017,18.4,3029,2,-37.8835,144.68447,13830
Hoppers Crossing,3,h,,SN,09/09/2017,18.4,3029,2,-37.8791,144.69479,13830
Hoppers Crossing,2,u,405000,S,09/09/2017,18.4,3029,1,-37.86435,144.6951,13830
Hoppers Crossing,4,h,505000,SP,09/09/2017,18.4,3029,1,-37.87014,144.69243,13830
Hughesdale,5,h,,SN,09/09/2017,12.3,3166,6,-37.88999,145.08071,3145
Hurstbridge,3,h,600000,S,09/09/2017,26.1,3099,,-37.637,145.20166,1345
Ivanhoe East,3,h,1535000,S,09/09/2017,7.8,3079,1,-37.77536,145.06295,1554
Keilor,3,h,678500,S,09/09/2017,14.5,3036,2,-37.71296,144.82223,2339
Keilor,3,h,680000,PI,09/09/2017,14.5,3036,2,-37.72319,144.82583,2339
Keilor Downs,4,h,720000,S,09/09/2017,15.5,3038,2,-37.72086,144.794,3656
Keilor East,4,h,1210000,S,09/09/2017,11.7,3033,3,-37.74872,144.87558,5629
Keilor East,4,h,1188000,S,09/09/2017,11.7,3033,2,-37.74375,144.87487,5629
Keilor East,3,h,590000,S,09/09/2017,11.7,3033,1,-37.74589,144.86816,5629
Keilor East,3,h,1031100,S,09/09/2017,11.7,3033,1,-37.73514,144.86778,5629
Keilor East,3,h,1076500,S,09/09/2017,11.7,3033,1,-37.73951,144.86798,5629
Keilor Lodge,3,h,680000,PI,09/09/2017,15.5,3038,2,-37.69727,144.79371,570
Kensington,3,h,1360000,S,09/09/2017,3.4,3031,1,-37.79464,144.92643,5263
Kensington,2,t,700000,PI,09/09/2017,3.4,3031,1,-37.7915,144.93441,5263
Kew,2,u,920000,S,09/09/2017,5.4,3101,1,-37.81507,145.04281,10331
Kew,4,h,,S,09/09/2017,5.4,3101,5,-37.81492,145.05959,10331
Kew,3,h,1250000,VB,09/09/2017,5.4,3101,2,-37.80044,145.04419,10331
Kew,3,h,1950000,S,09/09/2017,5.4,3101,3,-37.79793,145.03834,10331
Kew,3,h,1405000,S,09/09/2017,5.4,3101,,-37.80561,145.03835,10331
Kew East,3,h,1700000,S,09/09/2017,7.3,3102,2,-37.79733,145.06047,2671
Kew East,4,h,2000000,VB,09/09/2017,7.3,3102,1,-37.79349,145.04611,2671
Kew East,3,h,1655000,SA,09/09/2017,7.3,3102,1,-37.78896,145.04728,2671
Kew East,4,h,1980000,VB,09/09/2017,7.3,3102,3,-37.79187,145.0487,2671
Keysborough,4,h,,PI,09/09/2017,25.2,3173,2,-37.98764,145.17859,8459
Kings Park,3,h,,SN,09/09/2017,14,3021,1,-37.73277,144.77495,2878
Kingsville,3,h,915000,S,09/09/2017,6.4,3012,4,-37.81045,144.87311,1808
Kingsville,3,h,1100000,PI,09/09/2017,6.4,3012,0,-37.81196,144.88209,1808
Kingsville,3,u,712000,S,09/09/2017,6.4,3012,1,-37.80893,144.8763,1808
Lalor,3,h,685000,S,09/09/2017,16.3,3075,1,-37.66649,145.0125,8279
Lalor,3,h,741000,S,09/09/2017,16.3,3075,1,-37.66486,145.02014,8279
MacLeod,2,t,665000,S,09/09/2017,12.7,3085,,,,4168
MacLeod,4,h,967000,S,09/09/2017,12.7,3085,,,,4168
MacLeod,3,h,,SP,09/09/2017,12.7,3085,,,,4168
Maidstone,2,h,865000,S,09/09/2017,6.4,3012,2,-37.78947,144.88105,3873
Maidstone,3,h,605000,PI,09/09/2017,6.4,3012,2,-37.78222,144.87389,3873
Malvern,3,h,1990000,S,09/09/2017,5.9,3144,2,-37.85818,145.03329,4675
Malvern,3,h,1510000,PI,09/09/2017,5.9,3144,0,-37.86115,145.03217,4675
Malvern,1,u,,PI,09/09/2017,5.9,3144,,-37.85137,145.03613,4675
Malvern,2,u,,SP,09/09/2017,5.9,3144,2,-37.84539,145.03143,4675
Malvern East,4,h,,S,09/09/2017,8.4,3145,,,,8801
Malvern East,3,h,1380000,S,09/09/2017,8.4,3145,3,-37.8798,145.07975,8801
Malvern East,2,u,,S,09/09/2017,8.4,3145,1,-37.88166,145.05692,8801
Malvern East,5,h,,S,09/09/2017,8.4,3145,2,-37.87298,145.04782,8801
Malvern East,3,h,,S,09/09/2017,8.4,3145,2,-37.87398,145.05019,8801
Malvern East,4,h,2525000,S,09/09/2017,8.4,3145,2,-37.87427,145.05014,8801
Malvern East,3,h,1902000,S,09/09/2017,8.4,3145,2,-37.87742,145.06162,8801
Malvern East,3,t,,PN,09/09/2017,8.4,3145,2,-37.8817,145.05304,8801
Maribyrnong,4,h,,S,09/09/2017,4.3,3032,1,-37.77164,144.8935,4918
Maribyrnong,3,u,701500,S,09/09/2017,4.3,3032,,,,4918
McKinnon,4,h,2280000,S,09/09/2017,11.4,3204,3,-37.90796,145.03969,2397
McKinnon,3,h,,S,09/09/2017,11.4,3204,2,-37.911,145.05226,2397
Meadow Heights,3,h,490000,S,09/09/2017,17.4,3048,2,-37.64172,144.9245,4704
Meadow Heights,3,h,473000,S,09/09/2017,17.4,3048,2,-37.64343,144.91193,4704
Meadow Heights,3,u,430000,SP,09/09/2017,17.4,3048,,,,4704
Melbourne,2,u,530000,PI,09/09/2017,0,3000,,-37.81675,144.9691,17496
Melbourne,3,u,815000,PI,09/09/2017,0,3000,,,,17496
Melbourne,2,u,585000,S,09/09/2017,0,3000,,-37.81069,144.95743,17496
Melton South,4,h,410000,S,09/09/2017,29.8,3338,2,-37.71077,144.57198,4718
Mentone,4,h,1325000,PI,09/09/2017,20,3194,1,-37.976,145.05688,6162
Mentone,4,h,,SN,09/09/2017,20,3194,2,-37.9809,145.08922,6162
Mentone,3,t,,SP,09/09/2017,20,3194,,,,6162
Mentone,3,t,875000,S,09/09/2017,20,3194,2,-37.97904,145.06385,6162
Mernda,3,h,467000,S,09/09/2017,25.9,3754,,,,5812
Mernda,4,h,726000,S,09/09/2017,25.9,3754,2,-37.61283,145.1007,5812
Mernda,4,h,720000,S,09/09/2017,25.9,3754,2,-37.60686,145.08615,5812
Mernda,4,h,746000,S,09/09/2017,25.9,3754,,,,5812
Middle Park,2,h,,SN,09/09/2017,3,3206,,-37.84968,144.95656,2019
Middle Park,4,h,1720000,PI,09/09/2017,3,3206,,,,2019
Middle Park,5,h,6400000,S,09/09/2017,3,3206,1,-37.84908,144.95753,2019
Middle Park,2,h,1500000,VB,09/09/2017,3,3206,1,-37.8503,144.96376,2019
Mill Park,3,h,710000,S,09/09/2017,17.9,3082,2,-37.65027,145.06136,10529
Mill Park,3,h,728000,S,09/09/2017,17.9,3082,2,-37.67516,145.07204,10529
Mill Park,4,h,806888,S,09/09/2017,17.9,3082,2,-37.66403,145.08375,10529
Mill Park,4,h,757000,S,09/09/2017,17.9,3082,3,-37.67217,145.0642,10529
Mill Park,5,h,,PI,09/09/2017,17.9,3082,2,-37.66047,145.08839,10529
Mitcham,3,t,890000,S,09/09/2017,17.2,3132,,,,6871
Mitcham,4,h,1200000,VB,09/09/2017,17.2,3132,2,-37.81338,145.18551,6871
Mitcham,3,t,799100,S,09/09/2017,17.2,3132,2,-37.82274,145.1927,6871
Mitcham,3,h,1237000,S,09/09/2017,17.2,3132,2,-37.81059,145.18975,6871
Mont Albert,2,u,850000,SP,09/09/2017,10.2,3127,1,-37.81452,145.10884,2079
Montmorency,3,h,910000,PI,09/09/2017,16.2,3094,2,-37.71978,145.11492,3891
Montmorency,3,h,970000,S,09/09/2017,16.2,3094,2,-37.71359,145.1226,3891
Moonee Ponds,2,u,570000,PI,09/09/2017,6.2,3039,1,-37.76785,144.92453,6232
Moonee Ponds,2,u,595000,PI,09/09/2017,6.2,3039,2,-37.75794,144.923,6232
Moonee Ponds,3,h,1205000,S,09/09/2017,6.2,3039,1,-37.76464,144.91035,6232
Moonee Ponds,3,h,1240000,S,09/09/2017,6.2,3039,2,-37.75947,144.92542,6232
Moonee Ponds,4,h,,SP,09/09/2017,6.2,3039,2,-37.77196,144.92943,6232
Moonee Ponds,3,h,1450000,S,09/09/2017,6.2,3039,2,-37.77233,144.93021,6232
Moorabbin,3,h,1150000,VB,09/09/2017,14.3,3189,4,-37.94172,145.05563,2555
Mooroolbark,3,h,720000,S,09/09/2017,26.5,3138,1,-37.78329,145.32271,8280
Mordialloc,2,h,900000,S,09/09/2017,21.5,3195,2,-37.9877,145.09649,3650
Mount Waverley,3,u,851000,S,09/09/2017,14.2,3149,2,-37.88766,145.13014,13366
Mount Waverley,4,u,1175000,VB,09/09/2017,14.2,3149,2,-37.87039,145.13965,13366
Mount Waverley,4,h,1250000,SP,09/09/2017,14.2,3149,2,-37.89014,145.12426,13366
Mount Waverley,3,h,1030000,SP,09/09/2017,14.2,3149,1,-37.89102,145.13901,13366
Mount Waverley,3,h,1000000,SP,09/09/2017,14.2,3149,1,-37.89103,145.13919,13366
Mulgrave,3,h,888000,S,09/09/2017,18.8,3170,1,-37.92509,145.16754,7113
Mulgrave,3,h,780000,S,09/09/2017,18.8,3170,2,-37.92247,145.18747,7113
Murrumbeena,2,h,960000,S,09/09/2017,10.1,3163,1,-37.89453,145.06828,4442
Murrumbeena,3,h,1530000,S,09/09/2017,10.1,3163,1,-37.89551,145.06767,4442
Murrumbeena,4,h,,SN,09/09/2017,10.1,3163,,,,4442
