Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Propertycount
Rosanna,2,u,618000,S,Miles,27/11/2016,11.4,3084,2,1,1,151,96,1980,Banyule,3540
Rosanna,4,h,1720000,S,Miles,27/11/2016,11.4,3084,4,4,2,1215,,,Banyule,3540
Rosanna,3,u,601000,S,Barry,28/05/2016,11.4,3084,3,2,1,217,142,2006,Banyule,3540
Rosanna,3,h,852000,S,Nelson,28/08/2016,11.4,3084,3,1,1,776,,1946,Banyule,3540
Rosanna,2,u,452000,S,Nelson,28/08/2016,11.4,3084,2,1,1,0,,1965,Banyule,3540
Rosanna,4,h,1021000,S,Nelson,30/07/2016,11.4,3084,4,2,2,782,,1950,Banyule,3540
Rosanna,3,t,710000,S,Buckingham,30/07/2016,11.4,3084,3,1,1,174,,,Banyule,3540
Rosanna,3,t,990000,S,Miles,30/07/2016,11.4,3084,3,2,2,276,,,Banyule,3540
Rosanna,3,h,908000,S,Miles,30/07/2016,11.4,3084,3,1,2,692,125,1950,Banyule,3540
Seddon,3,h,1145000,S,Burnham,03/09/2016,6.6,3011,3,1,1,350,116,1890,Maribyrnong,2417
Seddon,3,h,970000,S,Jas,03/12/2016,6.6,3011,3,1,0,137,98,1890,Maribyrnong,2417
Seddon,3,h,1325000,VB,Jas,04/06/2016,6.6,3011,3,3,2,227,211,2015,Maribyrnong,2417
Seddon,2,u,450000,S,Village,06/08/2016,6.6,3011,2,1,2,0,65,1970,Maribyrnong,2417
Seddon,3,h,1330000,S,Sweeney,07/11/2016,6.6,3011,3,3,2,168,187,2012,Maribyrnong,2417
Seddon,3,h,1075000,SP,Jas,08/10/2016,6.6,3011,3,2,1,306,140,1900,Maribyrnong,2417
Seddon,3,h,937500,S,Village,08/10/2016,6.6,3011,2,2,2,409,,,Maribyrnong,2417
Seddon,3,h,1350000,PI,Village,08/10/2016,6.6,3011,3,3,2,227,211,2015,Maribyrnong,2417
Seddon,4,h,1201000,S,Village,10/12/2016,6.6,3011,4,2,1,299,158,1910,Maribyrnong,2417
Seddon,3,h,990000,S,Jas,12/11/2016,6.6,3011,3,1,0,371,134,1910,Maribyrnong,2417
Seddon,2,t,720000,SP,Greg,14/05/2016,6.6,3011,2,1,1,126,127,2011,Maribyrnong,2417
Seddon,2,h,780000,S,Jas,15/10/2016,6.6,3011,2,1,1,176,,,Maribyrnong,2417
Seddon,3,h,880000,SP,Jas,15/10/2016,6.6,3011,3,1,0,216,125,1890,Maribyrnong,2417
Seddon,3,h,920000,PI,Jas,16/04/2016,6.6,3011,3,2,2,0,132,2000,Maribyrnong,2417
Seddon,3,h,1395000,SP,Jas,16/04/2016,6.6,3011,3,1,2,467,155,1946,Maribyrnong,2417
Seddon,3,h,965000,S,Jas,16/04/2016,6.6,3011,3,1,0,217,104,1910,Maribyrnong,2417
Seddon,3,h,920000,VB,Jas,16/07/2016,6.6,3011,3,2,1,309,149,1910,Maribyrnong,2417
Seddon,3,h,1001000,S,Jas,16/07/2016,6.6,3011,2,1,1,256,,,Maribyrnong,2417
Seddon,2,t,755000,SP,Village,16/07/2016,6.6,3011,2,2,1,97,,,Maribyrnong,2417
Seddon,3,h,875000,S,Jas,16/07/2016,6.6,3011,3,2,2,193,154,2000,Maribyrnong,2417
Seddon,2,h,822500,SP,Biggin,17/09/2016,6.6,3011,2,2,1,228,111,1930,Maribyrnong,2417
Seddon,2,h,990000,S,Burnham,18/03/2017,6.6,3011,2,1,2,306,,,Maribyrnong,2417
Seddon,3,h,1080000,VB,Village,18/03/2017,6.6,3011,3,1,0,234,111,1900,Maribyrnong,2417
Seddon,3,h,1126000,S,Jas,18/03/2017,6.6,3011,3,1,0,357,,,Maribyrnong,2417
Seddon,2,h,1025000,SP,Sweeney,18/03/2017,6.6,3011,2,1,0,248,,,Maribyrnong,2417
Seddon,5,h,1275000,SP,Jas,18/03/2017,6.6,3011,5,3,1,386,218,1890,Maribyrnong,2417
Seddon,3,h,881000,S,Jas,18/06/2016,6.6,3011,2,1,2,217,,,Maribyrnong,2417
Seddon,2,h,955000,SP,Jas,19/11/2016,6.6,3011,2,1,0,148,72,1912,Maribyrnong,2417
Seddon,4,h,1455000,SP,Jas,19/11/2016,6.6,3011,4,2,3,571,198,1920,Maribyrnong,2417
Seddon,1,u,215000,VB,Greg,22/05/2016,6.6,3011,1,1,1,0,,,Maribyrnong,2417
Seddon,2,u,533000,S,Jas,22/08/2016,6.6,3011,2,1,1,0,62,2012,Maribyrnong,2417
Seddon,3,h,1200000,S,Burnham,22/08/2016,6.6,3011,2,1,1,374,,,Maribyrnong,2417
Seddon,4,h,970000,VB,Jas,23/04/2016,6.6,3011,2,2,1,149,127,1920,Maribyrnong,2417
Seddon,2,u,355000,S,Sweeney,24/09/2016,6.6,3011,2,1,1,0,71,1975,Maribyrnong,2417
Seddon,3,h,1032000,SP,Village,25/02/2017,6.6,3011,3,1,0,224,136,1900,Maribyrnong,2417
Seddon,2,h,887000,S,Jas,26/07/2016,6.6,3011,2,1,1,170,,,Maribyrnong,2417
Seddon,3,h,965000,S,Williams,27/06/2016,6.6,3011,3,1,1,283,,1940,Maribyrnong,2417
Seddon,4,h,920000,PI,Biggin,28/05/2016,6.6,3011,2,1,0,274,,,Maribyrnong,2417
Seddon,4,h,1270000,S,Jas,28/05/2016,6.6,3011,3,1,1,352,150,1890,Maribyrnong,2417
Seddon,3,h,1310000,S,Nelson,28/08/2016,6.6,3011,3,2,1,229,,,Maribyrnong,2417
Seddon,2,h,815000,S,Chisholm,30/07/2016,6.6,3011,2,1,0,172,81,1900,Maribyrnong,2417
Seddon,2,h,701000,PI,Village,30/07/2016,6.6,3011,2,1,0,164,,1910,Maribyrnong,2417
South Melbourne,2,u,593000,S,Dingle,03/09/2016,2.1,3205,2,2,1,0,83,2012,Port Phillip,5943
South Melbourne,3,h,1600000,SP,Marshall,03/09/2016,2.1,3205,3,2,1,88,93,1890,Port Phillip,5943
South Melbourne,2,h,920500,S,Greg,03/12/2016,2.1,3205,2,1,0,114,,,Port Phillip,5943
South Melbourne,4,h,1620000,S,Greg,03/12/2016,2.1,3205,4,2,0,163,153,1890,Port Phillip,5943
South Melbourne,1,h,1002000,S,Marshall,03/12/2016,2.1,3205,1,1,0,84,,1912,Port Phillip,5943
South Melbourne,2,h,1355000,S,Marshall,03/12/2016,2.1,3205,2,1,0,101,,,Port Phillip,5943
South Melbourne,3,h,1270000,S,hockingstuart,04/03/2017,2.1,3205,3,1,0,149,104,1900,Port Phillip,5943
South Melbourne,3,h,2633000,S,Marshall,04/03/2017,2.1,3205,3,1,0,276,119,1900,Port Phillip,5943
South Melbourne,3,h,1405000,PI,Greg,04/06/2016,2.1,3205,3,1,1,181,117,1880,Port Phillip,5943
South Melbourne,2,u,575000,SP,Greg,04/06/2016,2.1,3205,2,2,1,0,,2001,Port Phillip,5943
South Melbourne,1,u,760500,S,Marshall,04/06/2016,2.1,3205,2,0,0,438,,,Port Phillip,5943
South Melbourne,4,h,2260000,PI,Marshall,07/05/2016,2.1,3205,5,3,0,190,232,1856,Port Phillip,5943
South Melbourne,2,h,1150000,S,Greg,07/05/2016,2.1,3205,2,1,0,113,,,Port Phillip,5943
South Melbourne,3,h,1595000,SP,Marshall,07/05/2016,2.1,3205,3,2,0,171,126,1890,Port Phillip,5943
South Melbourne,2,u,595000,S,hockingstuart,07/11/2016,2.1,3205,2,1,1,0,76,2004,Port Phillip,5943
South Melbourne,2,u,490000,S,Dingle,07/11/2016,2.1,3205,2,1,1,0,56,2013,Port Phillip,5943
South Melbourne,3,h,1250000,S,Greg,08/10/2016,2.1,3205,3,2,0,224,113,1890,Port Phillip,5943
South Melbourne,3,u,862000,S,Greg,10/09/2016,2.1,3205,3,2,2,0,,2001,Port Phillip,5943
South Melbourne,4,h,2180000,S,Marshall,10/12/2016,2.1,3205,4,3,1,200,153,1860,Port Phillip,5943
South Melbourne,2,h,930000,SP,Cayzer,11/02/2017,2.1,3205,2,1,0,115,76,1900,Port Phillip,5943
South Melbourne,2,u,600000,S,Greg,12/11/2016,2.1,3205,2,1,1,0,,,Port Phillip,5943
South Melbourne,3,h,1200000,VB,Greg,13/08/2016,2.1,3205,3,2,0,113,120,1910,Port Phillip,5943
South Melbourne,2,u,612000,S,Greg,14/05/2016,2.1,3205,2,1,1,0,,,Port Phillip,5943
South Melbourne,1,u,380000,VB,Cayzer,15/10/2016,2.1,3205,1,1,1,0,,1960,Port Phillip,5943
South Melbourne,3,h,2000000,S,Cayzer,15/10/2016,2.1,3205,3,2,1,161,141,1890,Port Phillip,5943
South Melbourne,2,u,1500000,VB,Greg,16/04/2016,2.1,3205,2,2,2,0,,2004,Port Phillip,5943
South Melbourne,2,h,2000000,PI,Greg,16/04/2016,2.1,3205,2,2,1,141,150,1900,Port Phillip,5943
South Melbourne,2,u,1050000,VB,Marshall,17/09/2016,2.1,3205,2,2,2,0,122,2001,Port Phillip,5943
South Melbourne,2,h,1100000,VB,Greg,17/09/2016,2.1,3205,2,1,2,185,,,Port Phillip,5943
South Melbourne,3,h,1250000,VB,Greg,17/09/2016,2.1,3205,3,2,1,108,125,1890,Port Phillip,5943
South Melbourne,3,h,1650000,VB,Marshall,17/09/2016,2.1,3205,3,2,0,204,195,1890,Port Phillip,5943
South Melbourne,3,h,770000,S,hockingstuart,18/03/2017,2.1,3205,3,2,1,2325,,,Port Phillip,5943
South Melbourne,2,u,561000,S,MICM,18/03/2017,2.1,3205,2,1,1,0,78,2001,Port Phillip,5943
South Melbourne,3,h,1825000,S,Marshall,18/06/2016,2.1,3205,3,2,2,151,153,1900,Port Phillip,5943
South Melbourne,2,h,1200000,VB,Greg,18/06/2016,2.1,3205,2,2,1,131,79,1890,Port Phillip,5943
South Melbourne,3,u,1550000,PI,Marshall,18/06/2016,2.1,3205,3,4,2,0,230,,Port Phillip,5943
South Melbourne,3,h,891000,S,Greg,19/11/2016,2.1,3205,3,2,1,0,,,Port Phillip,5943
South Melbourne,3,t,1450000,S,Cayzer,19/11/2016,2.1,3205,3,2,1,146,,,Port Phillip,5943
South Melbourne,2,u,1360000,S,Cayzer,22/05/2016,2.1,3205,2,1,2,0,,,Port Phillip,5943
South Melbourne,3,h,1390000,PI,Greg,22/05/2016,2.1,3205,3,2,1,138,138,1998,Port Phillip,5943
South Melbourne,4,h,1615000,S,Marshall,22/05/2016,2.1,3205,4,3,2,577,220,2009,Port Phillip,5943
South Melbourne,1,u,480000,S,hockingstuart,23/04/2016,2.1,3205,1,1,1,0,,2004,Port Phillip,5943
South Melbourne,3,t,1185000,S,Parkinson,23/04/2016,2.1,3205,3,2,1,111,3,,Port Phillip,5943
South Melbourne,3,h,2300000,S,RT,24/09/2016,2.1,3205,3,2,2,0,260,1877,Port Phillip,5943
South Melbourne,3,h,1720000,S,Cayzer,25/02/2017,2.1,3205,3,1,0,130,,,Port Phillip,5943
South Melbourne,1,u,320000,VB,Dingle,27/11/2016,2.1,3205,1,1,0,0,,,Port Phillip,5943
South Melbourne,3,u,742000,SP,Greg,27/11/2016,2.1,3205,3,2,2,0,90,2003,Port Phillip,5943
South Melbourne,3,h,2075000,S,Marshall,27/11/2016,2.1,3205,3,2,0,141,163,1890,Port Phillip,5943
South Melbourne,3,h,2525000,S,Marshall,27/11/2016,2.1,3205,3,2,1,234,,1863,Port Phillip,5943
South Melbourne,2,u,560000,SP,Buxton,30/07/2016,2.1,3205,2,2,1,0,,,Port Phillip,5943
South Melbourne,2,u,690000,VB,Cayzer,30/07/2016,2.1,3205,2,2,2,0,,,Port Phillip,5943
South Yarra,1,u,430000,S,hockingstuart,03/09/2016,3.3,3141,2,1,1,0,,1970,Stonnington,14887
South Yarra,2,u,722000,SP,Jellis,03/09/2016,3.3,3141,2,1,1,0,86,2003,Stonnington,14887
South Yarra,2,u,930000,S,hockingstuart,03/09/2016,3.3,3141,2,2,2,0,,2000,Stonnington,14887
South Yarra,1,u,467500,SP,McGrath,03/09/2016,3.3,3141,1,1,1,0,,,Stonnington,14887
South Yarra,2,u,475000,PI,Buxton,03/09/2016,3.3,3141,2,1,0,0,,,Stonnington,14887
South Yarra,2,u,850000,PI,Kay,03/12/2016,3.3,3141,2,2,2,0,86,2014,Stonnington,14887
South Yarra,3,u,1230000,S,Kay,03/12/2016,3.3,3141,3,2,2,0,138,1998,Melbourne,14887
South Yarra,2,u,965000,S,hockingstuart,03/12/2016,3.3,3141,2,2,2,2143,,,Stonnington,14887
South Yarra,1,u,315000,PI,hockingstuart,03/12/2016,3.3,3141,1,1,0,14500,,2011,Stonnington,14887
South Yarra,3,h,1510000,S,Kay,03/12/2016,3.3,3141,3,5,0,241,,,Stonnington,14887
South Yarra,1,u,402000,S,LITTLE,03/12/2016,3.3,3141,1,1,1,0,,2013,Stonnington,14887
South Yarra,3,u,1880000,S,Abercromby's,03/12/2016,3.3,3141,3,2,2,0,,1968,Stonnington,14887
South Yarra,1,u,422000,S,hockingstuart,04/03/2017,3.3,3141,1,1,0,0,,,Stonnington,14887
South Yarra,2,u,535000,S,hockingstuart,04/03/2017,3.3,3141,2,1,1,0,64,1970,Stonnington,14887
South Yarra,2,u,990000,SA,Williams,04/03/2017,3.3,3141,2,2,2,0,38,2015,Stonnington,14887
South Yarra,2,u,695000,PI,Kay,04/03/2017,3.3,3141,2,1,0,0,79,1930,Melbourne,14887
South Yarra,2,u,978500,S,hockingstuart,04/03/2017,3.3,3141,2,2,2,17200,,2000,Stonnington,14887
South Yarra,2,u,863000,S,hockingstuart,04/03/2017,3.3,3141,2,2,1,742,,1950,Melbourne,14887
South Yarra,2,u,680000,S,Jellis,04/03/2017,3.3,3141,2,1,1,0,,,Melbourne,14887
South Yarra,2,u,840000,PI,Jellis,04/03/2017,3.3,3141,2,2,1,0,,2004,Stonnington,14887
South Yarra,1,u,450000,SP,RT,04/06/2016,3.3,3141,1,1,1,0,,,Stonnington,14887
South Yarra,3,u,750000,S,Marshall,04/06/2016,3.3,3141,3,2,2,0,,,Melbourne,14887
South Yarra,2,u,650000,PI,RT,04/06/2016,3.3,3141,2,1,1,0,,1986,Stonnington,14887
South Yarra,2,u,775000,SP,hockingstuart,04/06/2016,3.3,3141,2,1,1,0,103,2000,Stonnington,14887
South Yarra,2,u,572000,SP,hockingstuart,04/06/2016,3.3,3141,2,1,1,0,73,1960,Melbourne,14887
South Yarra,1,u,510000,S,Beller,04/06/2016,3.3,3141,1,1,1,0,,2000,Stonnington,14887
South Yarra,3,t,1460000,PI,hockingstuart,04/06/2016,3.3,3141,2,2,1,181,148,1990,Melbourne,14887
South Yarra,1,u,465000,S,Biggin,06/08/2016,3.3,3141,1,1,1,0,,1970,Stonnington,14887
South Yarra,2,u,801000,S,Biggin,06/08/2016,3.3,3141,2,2,1,0,,2000,Stonnington,14887
South Yarra,2,u,623500,SP,hockingstuart,07/05/2016,3.3,3141,2,1,1,0,75,1970,Stonnington,14887
South Yarra,1,u,409000,S,Castran,07/05/2016,3.3,3141,1,1,1,0,45,1970,Stonnington,14887
South Yarra,1,u,370000,SP,Marshall,07/05/2016,3.3,3141,1,1,1,0,,,Stonnington,14887
South Yarra,3,t,1250000,S,Kay,07/11/2016,3.3,3141,3,2,1,80,118,2003,Stonnington,14887
South Yarra,1,u,480000,S,hockingstuart,07/11/2016,3.3,3141,1,1,1,0,,2000,Stonnington,14887
South Yarra,2,h,2325000,S,RT,07/11/2016,3.3,3141,2,2,2,355,,,Stonnington,14887
South Yarra,2,u,659000,SP,Jellis,07/11/2016,3.3,3141,2,1,1,0,77,1940,Melbourne,14887
South Yarra,2,u,780000,PI,Williams,08/10/2016,3.3,3141,2,1,1,0,75,1960,Stonnington,14887
South Yarra,2,u,865000,S,Williams,08/10/2016,3.3,3141,2,2,1,0,,2000,Stonnington,14887
South Yarra,2,h,1455000,S,Jellis,08/10/2016,3.3,3141,2,1,0,225,94,1890,Stonnington,14887
South Yarra,2,t,1365000,S,Kay,08/10/2016,3.3,3141,3,2,1,1302,,,Stonnington,14887
South Yarra,1,u,411000,S,hockingstuart,08/10/2016,3.3,3141,1,1,1,1369,,,Stonnington,14887
South Yarra,1,u,360500,S,hockingstuart,08/10/2016,3.3,3141,1,1,1,0,44,1960,Stonnington,14887
South Yarra,2,u,1300000,PI,Williams,08/10/2016,3.3,3141,2,2,2,0,107,1986,Melbourne,14887
South Yarra,2,u,1300000,PI,Williams,08/10/2016,3.3,3141,2,2,1,0,107,1980,Melbourne,14887
South Yarra,3,u,1630000,PI,Jellis,10/09/2016,3.3,3141,3,1,1,0,,,Melbourne,14887
South Yarra,2,u,625000,S,Williams,10/12/2016,3.3,3141,2,1,1,1283,,,Stonnington,14887
South Yarra,2,h,2430000,S,Biggin,10/12/2016,3.3,3141,2,1,2,367,,1985,Stonnington,14887
South Yarra,1,u,490000,S,RT,10/12/2016,3.3,3141,1,1,1,0,,,Stonnington,14887
South Yarra,1,u,955000,PI,Williams,10/12/2016,3.3,3141,1,1,1,0,85,,Stonnington,14887
South Yarra,1,u,380000,S,hockingstuart,10/12/2016,3.3,3141,1,1,1,0,41,1980,Stonnington,14887
South Yarra,2,u,601000,S,Biggin,10/12/2016,3.3,3141,2,1,1,0,,1970,Stonnington,14887
South Yarra,1,u,450000,PI,hockingstuart,11/02/2017,3.3,3141,1,1,0,0,,,Stonnington,14887
South Yarra,2,h,1500000,S,Castran,12/06/2016,3.3,3141,2,1,2,141,,,Stonnington,14887
South Yarra,2,u,1030000,VB,Sotheby's,12/06/2016,3.3,3141,2,2,1,0,,,Stonnington,14887
South Yarra,1,u,555000,S,Williams,12/11/2016,3.3,3141,1,1,1,630,,,Melbourne,14887
South Yarra,4,h,5700000,S,Castran,12/11/2016,3.3,3141,4,2,0,292,272,1880,Stonnington,14887
South Yarra,3,h,2300000,PI,Williams,12/11/2016,3.3,3141,3,2,1,350,,,Stonnington,14887
South Yarra,1,u,515000,SP,hockingstuart,12/11/2016,3.3,3141,1,1,1,0,44,1970,Stonnington,14887
South Yarra,3,h,2695000,PI,Marshall,12/11/2016,3.3,3141,3,2,1,215,200,1910,Melbourne,14887
South Yarra,3,h,2870000,S,Marshall,12/11/2016,3.3,3141,3,2,2,350,,1880,Stonnington,14887
South Yarra,2,u,805000,S,Williams,12/11/2016,3.3,3141,2,1,1,0,,,Melbourne,14887
South Yarra,2,u,370000,PI,Hodges,12/11/2016,3.3,3141,2,1,1,0,,1970,Stonnington,14887
South Yarra,1,u,360000,VB,Owen,12/11/2016,3.3,3141,1,1,1,0,46,,Melbourne,14887
South Yarra,1,u,310000,PI,Buxton,12/11/2016,3.3,3141,1,1,1,0,40,1950,Stonnington,14887
South Yarra,2,h,1036500,S,hockingstuart,13/08/2016,3.3,3141,2,1,0,105,,,Stonnington,14887
South Yarra,2,u,627500,S,hockingstuart,13/08/2016,3.3,3141,2,1,1,0,85,1970,Stonnington,14887
South Yarra,3,u,1072000,S,Kay,13/08/2016,3.3,3141,3,0,0,0,,,Stonnington,14887
South Yarra,1,u,425000,PI,Biggin,13/08/2016,3.3,3141,1,1,1,0,56,2007,Stonnington,14887
South Yarra,1,u,330000,VB,Jellis,14/05/2016,3.3,3141,1,1,1,0,47,1970,Stonnington,14887
South Yarra,2,u,450000,VB,hockingstuart,14/05/2016,3.3,3141,2,1,1,0,,,Stonnington,14887
South Yarra,2,u,550000,S,hockingstuart,14/05/2016,3.3,3141,2,1,1,0,,,Stonnington,14887
South Yarra,1,u,400000,S,LITTLE,14/05/2016,3.3,3141,1,1,1,1424,,,Stonnington,14887
South Yarra,3,h,1700000,S,hockingstuart,15/10/2016,3.3,3141,3,2,2,141,,1990,Stonnington,14887
South Yarra,2,u,613000,S,Kay,15/10/2016,3.3,3141,2,1,1,0,,1970,Stonnington,14887
South Yarra,2,u,1240000,S,RT,15/10/2016,3.3,3141,2,2,2,0,,,Stonnington,14887
South Yarra,2,u,832000,S,Williams,15/10/2016,3.3,3141,2,1,1,0,,1960,Melbourne,14887
South Yarra,2,u,693000,S,Biggin,15/10/2016,3.3,3141,2,1,1,2122,64,1960,Stonnington,14887
South Yarra,2,u,551000,S,Williams,15/10/2016,3.3,3141,2,1,0,0,,,Stonnington,14887
South Yarra,3,u,740000,S,Biggin,15/10/2016,3.3,3141,3,1,1,0,,1970,Stonnington,14887
South Yarra,3,h,2285000,S,Kay,15/10/2016,3.3,3141,3,2,2,221,135,1890,Stonnington,14887
South Yarra,3,h,3000000,VB,Marshall,15/10/2016,3.3,3141,3,3,2,191,175,1890,Melbourne,14887
South Yarra,1,u,450000,S,Hodges,15/10/2016,3.3,3141,1,1,1,0,,2013,Stonnington,14887
South Yarra,2,u,515000,VB,Harrington,16/04/2016,3.3,3141,2,1,1,734,65,2013,Stonnington,14887
South Yarra,3,u,805000,S,Kay,17/09/2016,3.3,3141,3,2,3,6111,,,Melbourne,14887
South Yarra,2,u,630000,S,Thomson,17/09/2016,3.3,3141,2,1,1,0,,,Stonnington,14887
South Yarra,2,u,600000,S,Jellis,17/09/2016,3.3,3141,2,1,2,0,72,1970,Stonnington,14887
South Yarra,3,h,1780000,SP,Jellis,17/09/2016,3.3,3141,3,2,1,198,,,Stonnington,14887
South Yarra,1,h,2115000,S,Marshall,17/09/2016,3.3,3141,1,1,1,569,,,Stonnington,14887
South Yarra,1,u,523000,S,hockingstuart,17/09/2016,3.3,3141,1,1,0,0,,1940,Stonnington,14887
South Yarra,4,u,2050000,VB,RT,18/03/2017,3.3,3141,4,2,1,979,,,Melbourne,14887
South Yarra,4,h,2600000,PI,Williams,18/03/2017,3.3,3141,4,2,2,141,127,1880,Melbourne,14887
South Yarra,1,u,320000,VB,Jellis,18/03/2017,3.3,3141,1,1,0,0,47,1970,Stonnington,14887
South Yarra,3,h,2395000,S,hockingstuart,18/03/2017,3.3,3141,3,1,2,442,,,Stonnington,14887
South Yarra,2,u,920000,S,Wilson,18/03/2017,3.3,3141,2,2,0,0,,,Stonnington,14887
South Yarra,1,u,400000,S,hockingstuart,18/06/2016,3.3,3141,1,1,1,0,45,1960,Stonnington,14887
South Yarra,3,h,1810000,S,hockingstuart,18/06/2016,3.3,3141,3,1,1,211,18,1906,Stonnington,14887
South Yarra,1,u,612000,S,hockingstuart,18/06/2016,3.3,3141,1,1,1,607,,,Stonnington,14887
South Yarra,1,u,567500,S,hockingstuart,19/11/2016,3.3,3141,1,1,1,0,56,1970,Melbourne,14887
South Yarra,1,u,540000,S,hockingstuart,22/05/2016,3.3,3141,1,1,1,480,53,1930,Melbourne,14887
South Yarra,2,u,803000,S,hockingstuart,22/05/2016,3.3,3141,2,1,1,0,,,Stonnington,14887
South Yarra,3,t,2010000,VB,Kay,22/05/2016,3.3,3141,3,2,1,163,207,2016,Stonnington,14887
South Yarra,3,h,1945000,S,Jellis,22/05/2016,3.3,3141,3,2,1,194,148,1890,Stonnington,14887
South Yarra,3,h,906000,S,Jellis,22/05/2016,3.3,3141,3,1,0,154,88,1920,Stonnington,14887
South Yarra,1,u,367000,S,hockingstuart,22/05/2016,3.3,3141,1,1,0,0,42,1950,Stonnington,14887
South Yarra,2,h,1130000,S,hockingstuart,22/08/2016,3.3,3141,2,1,1,132,77,1900,Stonnington,14887
South Yarra,2,u,500000,VB,Abercromby's,22/08/2016,3.3,3141,2,1,1,0,73,1980,Stonnington,14887
South Yarra,1,u,310000,SP,hockingstuart,23/04/2016,3.3,3141,1,1,1,0,37,1970,Melbourne,14887
South Yarra,2,h,1100000,VB,Fletchers,24/09/2016,3.3,3141,2,1,0,176,81,1930,Stonnington,14887
South Yarra,1,u,410000,S,hockingstuart,24/09/2016,3.3,3141,1,1,0,0,48,1960,Stonnington,14887
South Yarra,3,h,1125000,PI,Thomson,24/09/2016,3.3,3141,2,1,0,146,89,1910,Stonnington,14887
South Yarra,2,u,840000,S,Beller,25/02/2017,3.3,3141,2,2,1,0,92,2002,Stonnington,14887
South Yarra,3,h,1400000,VB,Marshall,25/02/2017,3.3,3141,3,2,2,0,172,2005,Stonnington,14887
South Yarra,2,u,635000,S,Beller,25/02/2017,3.3,3141,2,1,1,855,,,Stonnington,14887
South Yarra,2,u,680500,S,Williams,25/02/2017,3.3,3141,2,1,1,0,70,1970,Stonnington,14887
South Yarra,3,h,1800000,VB,Jellis,25/02/2017,3.3,3141,3,2,3,510,,1900,Stonnington,14887
South Yarra,1,u,280000,PI,Marshall,25/02/2017,3.3,3141,1,1,0,0,35,1910,Stonnington,14887
South Yarra,2,u,613000,S,hockingstuart,26/07/2016,3.3,3141,2,1,1,0,,,Stonnington,14887
South Yarra,2,u,520000,SP,hockingstuart,26/07/2016,3.3,3141,2,1,1,0,62,1890,Melbourne,14887
South Yarra,2,u,827000,S,hockingstuart,26/07/2016,3.3,3141,2,2,2,17200,,2000,Stonnington,14887
South Yarra,1,u,510000,SP,hockingstuart,27/06/2016,3.3,3141,1,1,1,0,,2000,Stonnington,14887
South Yarra,2,h,1200000,PI,Jellis,27/06/2016,3.3,3141,2,1,0,176,84,1940,Stonnington,14887
South Yarra,2,u,480000,S,Ray,27/06/2016,3.3,3141,2,1,1,0,61,1965,Stonnington,14887
South Yarra,2,u,660000,S,hockingstuart,27/06/2016,3.3,3141,2,1,1,0,,,Stonnington,14887
South Yarra,2,u,470000,VB,Jellis,27/11/2016,3.3,3141,2,1,1,0,,1970,Stonnington,14887
South Yarra,2,u,621500,S,hockingstuart,27/11/2016,3.3,3141,2,1,1,0,,,Stonnington,14887
South Yarra,4,h,2667000,S,Kay,27/11/2016,3.3,3141,4,3,2,446,,1900,Stonnington,14887
South Yarra,3,h,2200000,PI,Jellis,27/11/2016,3.3,3141,3,2,0,358,238,1915,Stonnington,14887
South Yarra,3,h,1700000,S,Morrison,27/11/2016,3.3,3141,3,1,1,178,172,1894,Stonnington,14887
South Yarra,3,h,1056800,S,Jellis,28/05/2016,3.3,3141,3,2,1,90,,,Stonnington,14887
South Yarra,3,h,2400000,PI,Williams,28/05/2016,3.3,3141,3,2,1,350,,,Stonnington,14887
South Yarra,1,u,410000,S,Biggin,28/05/2016,3.3,3141,1,1,1,0,,,Stonnington,14887
South Yarra,1,u,260800,S,Williams,28/05/2016,3.3,3141,2,1,0,0,,1960,Melbourne,14887
South Yarra,2,h,1200000,S,LITTLE,28/05/2016,3.3,3141,2,1,1,163,86,1900,Stonnington,14887
South Yarra,3,h,1540000,S,Marshall,28/05/2016,3.3,3141,3,2,1,149,140,2003,Stonnington,14887
South Yarra,2,u,826000,S,Jellis,28/08/2016,3.3,3141,2,1,1,0,79,1970,Melbourne,14887
South Yarra,2,u,910000,S,Williams,28/08/2016,3.3,3141,2,0,0,0,,,Melbourne,14887
South Yarra,3,t,1715000,S,Williams,28/08/2016,3.3,3141,2,2,2,0,,,Melbourne,14887
South Yarra,3,h,1700000,SP,Biggin,28/08/2016,3.3,3141,2,2,1,181,148,1990,Melbourne,14887
South Yarra,2,u,505000,S,LITTLE,30/07/2016,3.3,3141,2,1,1,0,72,1969,Stonnington,14887
South Yarra,1,u,330000,PI,Dingle,30/07/2016,3.3,3141,2,1,1,0,,2011,Stonnington,14887
South Yarra,1,u,687000,S,Kay,30/07/2016,3.3,3141,2,1,2,0,,,Stonnington,14887
Southbank,3,u,720000,S,VICPROP,03/09/2016,1.2,3006,3,1,1,0,106,1993,Melbourne,8400
Southbank,1,u,385500,S,LITTLE,04/03/2017,1.2,3006,1,1,1,1826,,2010,Melbourne,8400
Southbank,3,u,868000,SP,Greg,04/06/2016,1.2,3006,3,2,1,0,114,1995,Melbourne,8400
Southbank,2,u,590000,S,Marshall,04/06/2016,1.2,3006,2,1,1,0,75,,Melbourne,8400
